cart_item_id,session_id,product_id,quantity,created_at,modified_at
6644,1869,140,1,2022-09-29 06:37:39,2022-09-29 06:41:39
6645,1869,515,3,2022-09-29 06:40:36,2022-09-29 06:46:36
6646,1869,607,3,2022-09-29 06:42:38,2022-09-29 06:48:38
6647,1869,158,2,2022-09-29 06:39:04,2022-09-29 07:01:04
6648,1869,750,2,2022-09-29 06:51:19,2022-09-29 07:20:19
6649,1869,25,4,2022-09-29 06:46:14,2022-09-29 06:51:14
6650,1869,759,1,2022-09-29 06:49:03,2022-09-29 07:05:03
6651,1869,620,3,2022-09-29 07:03:18,2022-09-29 07:20:18
6652,1870,947,1,2023-06-18 00:54:43,2023-06-18 01:17:43
6653,1870,107,3,2023-06-18 00:37:05,2023-06-18 00:46:05
6654,1870,958,5,2023-06-18 01:06:42,2023-06-18 01:35:42
6655,1870,957,1,2023-06-18 01:07:55,2023-06-18 01:32:55
6656,1870,863,4,2023-06-18 01:13:12,2023-06-18 01:16:12
6657,1870,903,4,2023-06-18 00:36:29,2023-06-18 00:57:29
6658,1870,59,5,2023-06-18 01:12:13,2023-06-18 01:15:13
6659,1870,10,3,2023-06-18 01:10:56,2023-06-18 01:26:56
6660,1871,498,4,2023-02-03 20:00:43,2023-02-03 20:05:43
6661,1871,310,1,2023-02-03 20:21:37,2023-02-03 20:43:37
6662,1871,797,2,2023-02-03 20:44:32,2023-02-03 20:56:32
6663,1871,957,3,2023-02-03 20:27:04,2023-02-03 20:30:04
6664,1871,530,5,2023-02-03 20:36:33,2023-02-03 20:55:33
6665,1872,672,1,2023-10-02 19:17:29,2023-10-02 19:24:29
6666,1872,454,2,2023-10-02 18:56:23,2023-10-02 19:22:23
6667,1872,389,2,2023-10-02 18:38:05,2023-10-02 18:47:05
6668,1873,9,2,2022-07-28 15:18:38,2022-07-28 15:38:38
6669,1874,273,3,2023-04-19 20:24:14,2023-04-19 20:30:14
6670,1875,582,1,2022-06-29 11:51:07,2022-06-29 12:00:07
6671,1876,615,1,2023-11-09 11:32:04,2023-11-09 11:42:04
6672,1877,232,5,2023-12-10 14:38:46,2023-12-10 14:39:46
6673,1877,530,2,2023-12-10 14:40:07,2023-12-10 15:09:07
6674,1878,679,4,2023-06-24 18:42:54,2023-06-24 18:56:54
6675,1878,469,4,2023-06-24 18:41:38,2023-06-24 18:57:38
6676,1878,667,5,2023-06-24 18:43:11,2023-06-24 19:07:11
6677,1878,410,2,2023-06-24 18:44:31,2023-06-24 19:12:31
6678,1878,419,1,2023-06-24 18:43:37,2023-06-24 19:13:37
6679,1879,990,5,2023-03-22 09:06:35,2023-03-22 09:35:35
6680,1879,903,2,2023-03-22 09:15:05,2023-03-22 09:23:05
6681,1879,757,2,2023-03-22 09:16:24,2023-03-22 09:45:24
6682,1879,683,2,2023-03-22 09:17:31,2023-03-22 09:41:31
6683,1879,808,2,2023-03-22 09:07:38,2023-03-22 09:25:38
6684,1880,851,3,2023-09-01 18:03:26,2023-09-01 18:16:26
6685,1880,698,5,2023-09-01 17:56:25,2023-09-01 18:15:25
6686,1880,380,5,2023-09-01 17:43:56,2023-09-01 18:13:56
6687,1880,326,4,2023-09-01 17:50:24,2023-09-01 18:11:24
6688,1880,963,2,2023-09-01 17:59:29,2023-09-01 18:07:29
6689,1880,462,2,2023-09-01 17:42:43,2023-09-01 18:03:43
6690,1880,41,3,2023-09-01 17:46:55,2023-09-01 17:57:55
6691,1881,7,3,2023-08-15 06:38:59,2023-08-15 06:52:59
6692,1881,444,1,2023-08-15 07:09:19,2023-08-15 07:30:19
6693,1882,277,2,2022-03-07 12:28:45,2022-03-07 12:45:45
6694,1882,878,4,2022-03-07 12:48:16,2022-03-07 13:14:16
6695,1882,142,2,2022-03-07 12:36:28,2022-03-07 12:40:28
6696,1882,780,4,2022-03-07 12:30:13,2022-03-07 12:36:13
6697,1883,808,3,2022-08-19 15:38:32,2022-08-19 15:49:32
6698,1883,738,4,2022-08-19 16:03:56,2022-08-19 16:06:56
6699,1883,527,3,2022-08-19 15:38:31,2022-08-19 15:40:31
6700,1884,646,4,2022-03-03 23:33:11,2022-03-04 00:02:11
6701,1885,849,1,2023-11-19 03:46:18,2023-11-19 03:54:18
6702,1885,544,3,2023-11-19 03:26:46,2023-11-19 03:28:46
6703,1885,452,5,2023-11-19 03:39:21,2023-11-19 04:06:21
6704,1885,686,3,2023-11-19 04:15:15,2023-11-19 04:19:15
6705,1885,913,5,2023-11-19 03:50:24,2023-11-19 04:19:24
6706,1886,633,1,2023-11-04 17:01:30,2023-11-04 17:15:30
6707,1887,911,2,2023-05-19 19:04:21,2023-05-19 19:34:21
6708,1887,691,3,2023-05-19 19:36:19,2023-05-19 19:58:19
6709,1887,543,4,2023-05-19 19:32:36,2023-05-19 19:54:36
6710,1887,517,2,2023-05-19 19:43:32,2023-05-19 20:10:32
6711,1887,778,2,2023-05-19 19:31:36,2023-05-19 19:38:36
6712,1888,269,5,2022-10-16 12:29:44,2022-10-16 12:35:44
6713,1888,686,1,2022-10-16 12:28:51,2022-10-16 12:54:51
6714,1888,826,1,2022-10-16 12:32:25,2022-10-16 12:41:25
6715,1888,636,2,2022-10-16 12:37:23,2022-10-16 12:53:23
6716,1888,618,3,2022-10-16 12:33:11,2022-10-16 12:47:11
6717,1889,398,3,2023-04-01 11:23:41,2023-04-01 11:49:41
6718,1889,156,4,2023-04-01 11:18:33,2023-04-01 11:31:33
6719,1889,153,1,2023-04-01 11:21:04,2023-04-01 11:51:04
6720,1889,727,2,2023-04-01 11:18:13,2023-04-01 11:42:13
6721,1889,881,4,2023-04-01 11:29:04,2023-04-01 11:47:04
6722,1889,634,2,2023-04-01 11:08:02,2023-04-01 11:20:02
6723,1890,683,2,2022-06-22 08:21:55,2022-06-22 08:22:55
6724,1890,666,4,2022-06-22 08:09:52,2022-06-22 08:35:52
6725,1890,217,4,2022-06-22 08:04:08,2022-06-22 08:22:08
6726,1891,156,5,2023-08-18 00:49:28,2023-08-18 01:16:28
6727,1892,687,4,2022-10-23 12:58:45,2022-10-23 13:00:45
6728,1892,547,5,2022-10-23 13:02:37,2022-10-23 13:03:37
6729,1893,398,1,2022-04-25 17:09:42,2022-04-25 17:21:42
6730,1893,727,3,2022-04-25 16:56:45,2022-04-25 17:13:45
6731,1894,324,1,2023-11-21 00:16:40,2023-11-21 00:35:40
6732,1894,15,3,2023-11-21 00:18:59,2023-11-21 00:48:59
6733,1894,827,3,2023-11-21 00:14:15,2023-11-21 00:44:15
6734,1894,606,3,2023-11-21 00:19:56,2023-11-21 00:39:56
6735,1894,700,2,2023-11-21 00:17:03,2023-11-21 00:41:03
6736,1895,212,1,2022-09-02 02:04:56,2022-09-02 02:26:56
6737,1895,214,1,2022-09-02 01:59:56,2022-09-02 02:15:56
6738,1895,299,2,2022-09-02 02:05:08,2022-09-02 02:11:08
6739,1895,789,1,2022-09-02 02:01:27,2022-09-02 02:08:27
6740,1895,397,3,2022-09-02 02:03:10,2022-09-02 02:15:10
6741,1895,344,4,2022-09-02 02:03:25,2022-09-02 02:11:25
6742,1895,677,1,2022-09-02 01:59:57,2022-09-02 02:26:57
6743,1896,603,1,2023-10-16 07:45:48,2023-10-16 08:04:48
6744,1897,592,4,2023-02-07 15:49:18,2023-02-07 16:08:18
6745,1897,539,2,2023-02-07 15:56:16,2023-02-07 16:09:16
6746,1897,903,4,2023-02-07 15:49:26,2023-02-07 15:52:26
6747,1897,769,4,2023-02-07 15:47:28,2023-02-07 16:10:28
6748,1897,608,3,2023-02-07 15:45:47,2023-02-07 15:47:47
6749,1897,481,5,2023-02-07 15:47:58,2023-02-07 15:56:58
6750,1897,216,3,2023-02-07 15:56:53,2023-02-07 16:05:53
6751,1897,449,2,2023-02-07 15:47:42,2023-02-07 16:10:42
6752,1898,584,2,2023-11-09 15:25:05,2023-11-09 15:39:05
6753,1899,119,5,2023-05-30 14:46:52,2023-05-30 15:09:52
6754,1899,687,3,2023-05-30 14:42:21,2023-05-30 14:53:21
6755,1899,822,3,2023-05-30 14:38:51,2023-05-30 15:02:51
6756,1899,890,3,2023-05-30 14:41:37,2023-05-30 14:50:37
6757,1899,369,4,2023-05-30 14:44:34,2023-05-30 15:03:34
6758,1899,929,4,2023-05-30 14:48:48,2023-05-30 15:02:48
6759,1900,71,4,2023-03-25 21:31:53,2023-03-25 21:39:53
6760,1900,180,1,2023-03-25 21:53:00,2023-03-25 22:16:00
6761,1901,977,3,2022-07-30 03:14:38,2022-07-30 03:29:38
6762,1901,561,5,2022-07-30 03:01:16,2022-07-30 03:17:16
6763,1901,786,4,2022-07-30 03:13:18,2022-07-30 03:24:18
6764,1901,406,5,2022-07-30 03:01:02,2022-07-30 03:16:02
6765,1902,619,2,2023-07-06 15:51:26,2023-07-06 16:06:26
6766,1903,10,4,2023-04-05 06:43:19,2023-04-05 06:44:19
6767,1903,707,4,2023-04-05 06:20:06,2023-04-05 06:30:06
6768,1903,801,1,2023-04-05 06:42:50,2023-04-05 06:57:50
6769,1903,722,1,2023-04-05 06:18:49,2023-04-05 06:28:49
6770,1903,444,4,2023-04-05 06:30:28,2023-04-05 06:42:28
6771,1904,847,4,2023-08-16 05:01:04,2023-08-16 05:25:04
6772,1904,777,1,2023-08-16 04:56:30,2023-08-16 04:59:30
6773,1904,131,5,2023-08-16 04:35:16,2023-08-16 05:01:16
6774,1905,663,3,2022-02-16 19:00:43,2022-02-16 19:01:43
6775,1905,335,5,2022-02-16 18:59:23,2022-02-16 19:03:23
6776,1905,151,2,2022-02-16 18:59:09,2022-02-16 19:28:09
6777,1905,387,5,2022-02-16 19:00:15,2022-02-16 19:13:15
6778,1905,978,5,2022-02-16 19:00:48,2022-02-16 19:27:48
6779,1905,223,5,2022-02-16 19:01:21,2022-02-16 19:02:21
6780,1905,9,1,2022-02-16 19:01:09,2022-02-16 19:19:09
6781,1905,853,5,2022-02-16 19:01:25,2022-02-16 19:02:25
6782,1906,909,1,2023-01-29 06:01:10,2023-01-29 06:13:10
6783,1906,327,5,2023-01-29 06:05:19,2023-01-29 06:07:19
6784,1907,333,5,2023-08-10 07:44:40,2023-08-10 07:51:40
6785,1907,385,5,2023-08-10 07:44:57,2023-08-10 08:13:57
6786,1907,550,1,2023-08-10 07:30:31,2023-08-10 07:31:31
6787,1907,504,4,2023-08-10 07:26:17,2023-08-10 07:55:17
6788,1907,938,1,2023-08-10 07:39:56,2023-08-10 08:00:56
6789,1908,628,5,2022-06-02 17:31:40,2022-06-02 17:55:40
6790,1908,829,4,2022-06-02 17:34:02,2022-06-02 17:43:02
6791,1908,223,4,2022-06-02 17:38:17,2022-06-02 17:50:17
6792,1909,29,1,2023-04-26 23:46:21,2023-04-27 00:03:21
6793,1909,838,3,2023-04-26 23:45:40,2023-04-27 00:05:40
6794,1909,646,4,2023-04-26 23:33:09,2023-04-26 23:45:09
6795,1910,727,2,2022-08-28 18:56:26,2022-08-28 19:17:26
6796,1911,668,1,2023-07-02 22:21:47,2023-07-02 22:31:47
6797,1911,404,2,2023-07-02 22:24:22,2023-07-02 22:38:22
6798,1911,331,3,2023-07-02 22:09:32,2023-07-02 22:31:32
6799,1911,711,1,2023-07-02 22:14:07,2023-07-02 22:34:07
6800,1911,771,5,2023-07-02 22:21:30,2023-07-02 22:44:30
6801,1911,448,4,2023-07-02 22:04:56,2023-07-02 22:12:56
6802,1912,674,1,2023-06-30 07:50:38,2023-06-30 08:09:38
6803,1913,616,3,2023-10-09 21:34:14,2023-10-09 21:46:14
6804,1914,733,4,2023-03-29 20:24:55,2023-03-29 20:33:55
6805,1915,361,2,2022-01-14 17:01:31,2022-01-14 17:11:31
6806,1916,407,4,2023-08-13 00:05:20,2023-08-13 00:24:20
6807,1916,851,5,2023-08-13 00:02:32,2023-08-13 00:32:32
6808,1916,209,2,2023-08-13 00:21:52,2023-08-13 00:23:52
6809,1916,912,1,2023-08-13 00:13:38,2023-08-13 00:16:38
6810,1916,671,2,2023-08-12 23:51:10,2023-08-13 00:06:10
6811,1916,846,5,2023-08-13 00:13:08,2023-08-13 00:18:08
6812,1916,345,1,2023-08-13 00:21:45,2023-08-13 00:50:45
6813,1916,90,1,2023-08-12 23:58:53,2023-08-13 00:16:53
6814,1917,141,1,2023-12-22 15:13:42,2023-12-22 15:29:42
6815,1917,103,3,2023-12-22 14:49:39,2023-12-22 15:18:39
6816,1917,130,3,2023-12-22 14:54:48,2023-12-22 15:16:48
6817,1917,870,5,2023-12-22 15:00:35,2023-12-22 15:10:35
6818,1917,159,2,2023-12-22 15:14:55,2023-12-22 15:19:55
6819,1917,960,3,2023-12-22 15:12:54,2023-12-22 15:41:54
6820,1917,543,2,2023-12-22 14:53:10,2023-12-22 15:20:10
6821,1917,705,5,2023-12-22 14:59:18,2023-12-22 15:23:18
6822,1918,830,3,2022-12-14 20:51:39,2022-12-14 21:02:39
6823,1919,175,3,2022-10-28 21:04:11,2022-10-28 21:10:11
6824,1920,601,2,2022-01-18 22:53:24,2022-01-18 23:17:24
6825,1921,841,4,2022-09-07 07:18:53,2022-09-07 07:20:53
6826,1921,772,3,2022-09-07 07:33:44,2022-09-07 08:00:44
6827,1922,158,3,2022-03-10 04:31:52,2022-03-10 04:38:52
6828,1923,890,3,2022-07-28 05:05:11,2022-07-28 05:14:11
6829,1923,869,3,2022-07-28 05:06:46,2022-07-28 05:34:46
6830,1923,487,3,2022-07-28 05:06:00,2022-07-28 05:29:00
6831,1923,421,2,2022-07-28 05:05:42,2022-07-28 05:28:42
6832,1923,905,5,2022-07-28 05:06:51,2022-07-28 05:31:51
6833,1924,559,2,2022-01-06 16:44:59,2022-01-06 16:47:59
6834,1924,845,5,2022-01-06 16:44:44,2022-01-06 17:01:44
6835,1924,566,2,2022-01-06 16:45:30,2022-01-06 16:55:30
6836,1924,346,2,2022-01-06 16:38:08,2022-01-06 16:59:08
6837,1924,354,5,2022-01-06 16:50:19,2022-01-06 16:58:19
6838,1924,907,5,2022-01-06 16:39:49,2022-01-06 16:46:49
6839,1924,251,2,2022-01-06 16:41:54,2022-01-06 16:52:54
6840,1924,74,5,2022-01-06 16:22:34,2022-01-06 16:40:34
6841,1925,317,2,2023-01-24 14:55:16,2023-01-24 15:19:16
6842,1925,202,2,2023-01-24 14:41:18,2023-01-24 15:06:18
6843,1926,14,2,2023-12-22 13:13:23,2023-12-22 13:15:23
6844,1927,160,3,2022-04-06 05:30:19,2022-04-06 05:47:19
6845,1927,244,5,2022-04-06 05:32:00,2022-04-06 05:42:00
6846,1927,304,3,2022-04-06 05:37:02,2022-04-06 06:04:02
6847,1927,974,2,2022-04-06 05:54:42,2022-04-06 06:10:42
6848,1928,909,4,2023-11-30 20:02:43,2023-11-30 20:05:43
6849,1928,135,5,2023-11-30 20:08:18,2023-11-30 20:21:18
6850,1928,790,2,2023-11-30 19:52:25,2023-11-30 20:12:25
6851,1929,788,4,2022-12-19 16:12:32,2022-12-19 16:20:32
6852,1929,236,3,2022-12-19 16:17:31,2022-12-19 16:18:31
6853,1929,748,2,2022-12-19 16:10:24,2022-12-19 16:11:24
6854,1929,225,4,2022-12-19 16:11:16,2022-12-19 16:20:16
6855,1929,136,3,2022-12-19 16:15:39,2022-12-19 16:16:39
6856,1929,637,2,2022-12-19 16:00:43,2022-12-19 16:20:43
6857,1930,598,1,2022-06-20 02:44:35,2022-06-20 03:10:35
6858,1930,440,5,2022-06-20 02:34:50,2022-06-20 02:48:50
6859,1930,317,5,2022-06-20 02:31:12,2022-06-20 02:41:12
6860,1931,858,2,2023-08-18 15:39:29,2023-08-18 16:08:29
6861,1931,203,1,2023-08-18 15:37:24,2023-08-18 16:04:24
6862,1931,380,3,2023-08-18 15:39:46,2023-08-18 15:51:46
6863,1931,165,4,2023-08-18 15:39:30,2023-08-18 15:57:30
6864,1931,421,3,2023-08-18 15:41:10,2023-08-18 16:01:10
6865,1931,113,5,2023-08-18 15:39:33,2023-08-18 15:48:33
6866,1931,864,4,2023-08-18 15:37:54,2023-08-18 16:00:54
6867,1931,562,2,2023-08-18 15:42:39,2023-08-18 15:51:39
6868,1932,288,5,2022-05-29 12:09:42,2022-05-29 12:26:42
6869,1932,657,4,2022-05-29 12:17:51,2022-05-29 12:28:51
6870,1932,858,5,2022-05-29 12:27:14,2022-05-29 12:29:14
6871,1932,771,3,2022-05-29 11:53:24,2022-05-29 12:04:24
6872,1932,874,3,2022-05-29 11:45:48,2022-05-29 12:13:48
6873,1933,195,5,2022-04-18 03:05:18,2022-04-18 03:20:18
6874,1933,751,3,2022-04-18 03:17:46,2022-04-18 03:39:46
6875,1933,713,1,2022-04-18 02:59:06,2022-04-18 03:19:06
6876,1934,184,2,2022-02-12 02:06:15,2022-02-12 02:30:15
6877,1934,391,4,2022-02-12 02:04:32,2022-02-12 02:25:32
6878,1934,532,2,2022-02-12 02:30:28,2022-02-12 02:53:28
6879,1934,616,2,2022-02-12 02:14:52,2022-02-12 02:22:52
6880,1934,763,3,2022-02-12 02:33:29,2022-02-12 02:42:29
6881,1934,186,5,2022-02-12 02:23:14,2022-02-12 02:40:14
6882,1934,94,3,2022-02-12 02:33:37,2022-02-12 02:50:37
6883,1934,564,2,2022-02-12 02:18:44,2022-02-12 02:47:44
6884,1935,830,3,2022-04-20 08:39:26,2022-04-20 09:05:26
6885,1935,279,5,2022-04-20 08:56:17,2022-04-20 09:21:17
6886,1936,88,5,2023-10-11 01:35:28,2023-10-11 01:55:28
6887,1936,166,4,2023-10-11 01:48:23,2023-10-11 02:10:23
6888,1936,194,2,2023-10-11 02:05:55,2023-10-11 02:13:55
6889,1937,502,1,2023-09-19 13:06:06,2023-09-19 13:35:06
6890,1937,303,5,2023-09-19 13:02:26,2023-09-19 13:20:26
6891,1937,245,2,2023-09-19 13:08:11,2023-09-19 13:17:11
6892,1937,920,1,2023-09-19 13:04:02,2023-09-19 13:31:02
6893,1938,681,4,2022-07-07 00:04:31,2022-07-07 00:13:31
6894,1939,230,5,2023-07-17 17:21:20,2023-07-17 17:28:20
6895,1939,585,4,2023-07-17 16:58:20,2023-07-17 17:19:20
6896,1940,605,4,2023-04-24 10:14:54,2023-04-24 10:27:54
6897,1940,485,5,2023-04-24 10:16:31,2023-04-24 10:23:31
6898,1941,936,4,2022-10-11 07:40:08,2022-10-11 08:09:08
6899,1942,550,4,2023-09-09 06:01:02,2023-09-09 06:30:02
6900,1943,288,3,2022-09-02 03:52:55,2022-09-02 04:10:55
6901,1943,695,4,2022-09-02 03:53:02,2022-09-02 03:54:02
6902,1943,854,1,2022-09-02 03:53:56,2022-09-02 04:03:56
6903,1943,13,4,2022-09-02 03:54:01,2022-09-02 04:19:01
6904,1943,798,5,2022-09-02 03:43:41,2022-09-02 04:07:41
6905,1944,979,2,2022-03-28 17:55:51,2022-03-28 18:13:51
6906,1944,343,5,2022-03-28 18:03:07,2022-03-28 18:29:07
6907,1944,505,4,2022-03-28 18:09:10,2022-03-28 18:18:10
6908,1944,769,4,2022-03-28 17:44:50,2022-03-28 18:02:50
6909,1944,111,1,2022-03-28 18:10:09,2022-03-28 18:15:09
6910,1944,349,5,2022-03-28 18:25:55,2022-03-28 18:44:55
6911,1944,199,2,2022-03-28 18:05:10,2022-03-28 18:22:10
6912,1944,613,1,2022-03-28 18:07:44,2022-03-28 18:34:44
6913,1945,573,4,2022-08-11 02:36:14,2022-08-11 02:57:14
6914,1946,702,3,2023-06-02 15:23:25,2023-06-02 15:30:25
6915,1947,178,5,2022-12-24 18:32:11,2022-12-24 18:37:11
6916,1947,86,1,2022-12-24 18:21:26,2022-12-24 18:51:26
6917,1948,954,2,2023-04-01 23:46:49,2023-04-02 00:11:49
6918,1948,714,3,2023-04-01 23:18:12,2023-04-01 23:45:12
6919,1948,258,4,2023-04-01 23:40:44,2023-04-01 23:41:44
6920,1948,95,3,2023-04-01 23:06:34,2023-04-01 23:12:34
6921,1948,413,5,2023-04-01 23:39:59,2023-04-01 23:54:59
6922,1948,664,4,2023-04-01 23:47:13,2023-04-01 23:49:13
6923,1949,588,5,2022-11-15 16:15:52,2022-11-15 16:32:52
6924,1949,94,2,2022-11-15 16:11:13,2022-11-15 16:17:13
6925,1949,123,3,2022-11-15 16:18:32,2022-11-15 16:47:32
6926,1950,534,5,2022-01-24 22:04:40,2022-01-24 22:18:40
6927,1950,311,4,2022-01-24 21:45:56,2022-01-24 21:46:56
6928,1951,798,1,2022-06-21 19:39:54,2022-06-21 20:00:54
6929,1952,538,4,2023-01-01 19:54:46,2023-01-01 20:08:46
6930,1952,495,2,2023-01-01 19:34:14,2023-01-01 20:02:14
6931,1952,621,1,2023-01-01 19:58:30,2023-01-01 20:09:30
6932,1952,345,1,2023-01-01 19:51:13,2023-01-01 20:13:13
6933,1953,829,4,2022-08-04 13:03:52,2022-08-04 13:09:52
6934,1953,52,3,2022-08-04 13:09:38,2022-08-04 13:20:38
6935,1953,22,4,2022-08-04 12:51:07,2022-08-04 13:02:07
6936,1953,750,2,2022-08-04 13:05:18,2022-08-04 13:23:18
6937,1953,900,2,2022-08-04 12:44:07,2022-08-04 13:14:07
6938,1953,88,1,2022-08-04 12:36:37,2022-08-04 12:40:37
6939,1953,887,3,2022-08-04 12:43:08,2022-08-04 13:11:08
6940,1953,354,3,2022-08-04 12:38:02,2022-08-04 12:44:02
6941,1954,551,1,2022-06-19 10:01:03,2022-06-19 10:06:03
6942,1954,304,1,2022-06-19 09:58:27,2022-06-19 10:01:27
6943,1954,18,4,2022-06-19 09:55:42,2022-06-19 10:09:42
6944,1954,958,5,2022-06-19 09:56:02,2022-06-19 10:09:02
6945,1954,221,1,2022-06-19 09:57:17,2022-06-19 10:20:17
6946,1955,95,2,2023-05-14 13:40:24,2023-05-14 14:01:24
6947,1955,655,3,2023-05-14 13:29:12,2023-05-14 13:38:12
6948,1955,998,2,2023-05-14 13:45:07,2023-05-14 13:52:07
6949,1955,569,5,2023-05-14 13:31:33,2023-05-14 13:38:33
6950,1955,844,1,2023-05-14 13:39:40,2023-05-14 13:40:40
6951,1956,5,5,2023-04-21 11:14:16,2023-04-21 11:18:16
6952,1956,507,2,2023-04-21 11:18:02,2023-04-21 11:21:02
6953,1956,24,2,2023-04-21 11:27:12,2023-04-21 11:30:12
6954,1957,701,2,2022-02-12 02:43:12,2022-02-12 02:57:12
6955,1958,995,1,2023-04-23 18:06:34,2023-04-23 18:35:34
6956,1959,645,5,2023-08-07 19:51:01,2023-08-07 20:06:01
6957,1960,316,3,2023-11-01 02:38:52,2023-11-01 02:39:52
6958,1960,910,1,2023-11-01 02:48:45,2023-11-01 02:51:45
6959,1961,294,2,2022-02-14 18:01:20,2022-02-14 18:23:20
6960,1961,41,4,2022-02-14 18:22:54,2022-02-14 18:39:54
6961,1961,761,2,2022-02-14 18:34:33,2022-02-14 18:37:33
6962,1961,122,5,2022-02-14 18:16:57,2022-02-14 18:19:57
6963,1961,740,4,2022-02-14 18:31:42,2022-02-14 18:50:42
6964,1962,421,3,2022-12-28 14:10:20,2022-12-28 14:37:20
6965,1962,28,1,2022-12-28 14:12:02,2022-12-28 14:14:02
6966,1963,278,4,2023-05-30 10:05:38,2023-05-30 10:27:38
6967,1963,698,2,2023-05-30 09:50:53,2023-05-30 10:12:53
6968,1963,673,2,2023-05-30 10:08:39,2023-05-30 10:13:39
6969,1963,783,3,2023-05-30 09:59:16,2023-05-30 10:04:16
6970,1964,832,2,2023-04-06 04:11:52,2023-04-06 04:21:52
6971,1964,695,1,2023-04-06 04:13:02,2023-04-06 04:14:02
6972,1964,452,1,2023-04-06 04:12:44,2023-04-06 04:34:44
6973,1964,922,3,2023-04-06 04:14:38,2023-04-06 04:20:38
6974,1964,312,1,2023-04-06 04:11:15,2023-04-06 04:18:15
6975,1964,980,2,2023-04-06 04:12:31,2023-04-06 04:21:31
6976,1964,763,2,2023-04-06 04:14:36,2023-04-06 04:15:36
6977,1965,195,1,2023-04-21 17:39:59,2023-04-21 17:43:59
6978,1965,668,2,2023-04-21 17:43:57,2023-04-21 18:10:57
6979,1965,763,2,2023-04-21 17:49:19,2023-04-21 17:55:19
6980,1965,332,3,2023-04-21 17:50:19,2023-04-21 17:59:19
6981,1966,539,3,2023-10-29 21:56:10,2023-10-29 22:08:10
6982,1966,164,2,2023-10-29 22:19:22,2023-10-29 22:46:22
6983,1966,320,2,2023-10-29 22:28:46,2023-10-29 22:30:46
6984,1966,916,4,2023-10-29 22:00:03,2023-10-29 22:19:03
6985,1967,67,1,2023-02-10 12:06:49,2023-02-10 12:16:49
6986,1967,303,3,2023-02-10 12:06:41,2023-02-10 12:08:41
6987,1967,765,2,2023-02-10 12:07:08,2023-02-10 12:15:08
6988,1967,578,4,2023-02-10 12:08:03,2023-02-10 12:28:03
6989,1967,804,1,2023-02-10 12:06:50,2023-02-10 12:30:50
6990,1967,446,4,2023-02-10 12:05:06,2023-02-10 12:35:06
6991,1967,110,3,2023-02-10 12:06:34,2023-02-10 12:16:34
6992,1967,47,5,2023-02-10 12:06:18,2023-02-10 12:19:18
6993,1968,462,2,2023-05-22 01:47:15,2023-05-22 02:01:15
6994,1968,486,5,2023-05-22 01:47:39,2023-05-22 01:52:39
6995,1968,873,2,2023-05-22 01:45:39,2023-05-22 01:58:39
6996,1968,335,4,2023-05-22 01:46:23,2023-05-22 02:14:23
6997,1968,229,2,2023-05-22 01:46:05,2023-05-22 01:49:05
6998,1969,428,3,2022-11-15 13:28:33,2022-11-15 13:36:33
6999,1969,797,1,2022-11-15 13:32:14,2022-11-15 13:39:14
7000,1969,301,4,2022-11-15 13:25:57,2022-11-15 13:28:57
7001,1969,346,5,2022-11-15 13:31:31,2022-11-15 13:41:31
7002,1969,993,3,2022-11-15 13:33:03,2022-11-15 13:57:03
7003,1970,437,2,2022-03-17 04:55:58,2022-03-17 05:12:58
7004,1970,741,5,2022-03-17 04:51:02,2022-03-17 04:53:02
7005,1971,283,1,2022-12-19 20:03:00,2022-12-19 20:32:00
7006,1971,315,5,2022-12-19 19:52:07,2022-12-19 20:08:07
7007,1971,931,1,2022-12-19 19:45:45,2022-12-19 20:02:45
7008,1972,687,4,2023-01-22 06:17:35,2023-01-22 06:27:35
7009,1972,723,1,2023-01-22 06:23:38,2023-01-22 06:39:38
7010,1972,66,2,2023-01-22 06:17:46,2023-01-22 06:23:46
7011,1972,186,1,2023-01-22 06:27:01,2023-01-22 06:32:01
7012,1972,360,4,2023-01-22 06:12:09,2023-01-22 06:33:09
7013,1972,943,5,2023-01-22 06:03:36,2023-01-22 06:27:36
7014,1972,497,1,2023-01-22 06:21:45,2023-01-22 06:30:45
7015,1973,359,1,2023-01-23 14:49:34,2023-01-23 15:01:34
7016,1974,993,1,2022-06-09 19:57:43,2022-06-09 20:04:43
7017,1974,597,1,2022-06-09 20:02:07,2022-06-09 20:03:07
7018,1974,941,3,2022-06-09 20:00:55,2022-06-09 20:03:55
7019,1974,884,1,2022-06-09 20:00:39,2022-06-09 20:28:39
7020,1974,155,3,2022-06-09 19:59:36,2022-06-09 20:19:36
7021,1974,705,1,2022-06-09 19:58:07,2022-06-09 20:06:07
7022,1974,42,4,2022-06-09 20:02:00,2022-06-09 20:25:00
7023,1974,42,2,2022-06-09 19:57:28,2022-06-09 20:19:28
7024,1975,899,3,2022-01-18 01:36:45,2022-01-18 01:54:45
7025,1975,892,4,2022-01-18 01:25:16,2022-01-18 01:43:16
7026,1975,196,4,2022-01-18 01:37:02,2022-01-18 02:07:02
7027,1976,147,1,2022-05-07 20:16:33,2022-05-07 20:44:33
7028,1976,687,1,2022-05-07 20:04:43,2022-05-07 20:32:43
7029,1976,122,1,2022-05-07 19:50:25,2022-05-07 19:57:25
7030,1977,88,3,2022-10-05 03:59:58,2022-10-05 04:11:58
7031,1977,529,4,2022-10-05 03:57:50,2022-10-05 04:20:50
