order_item_id,order_id,product_id,quantity,created_at,modified_at
4728,1572,302,3,2023-05-11 16:30:37,2023-05-12 10:23:37
4729,1572,475,10,2023-05-11 16:30:37,2023-05-12 10:23:37
4730,1572,883,6,2023-05-11 16:30:37,2023-05-12 10:23:37
4731,1572,479,9,2023-05-11 16:30:37,2023-05-12 10:23:37
4732,1573,586,7,2023-09-03 16:46:57,2023-09-04 02:11:57
4733,1573,178,8,2023-09-03 16:46:57,2023-09-04 02:11:57
4734,1574,221,3,2022-04-26 03:04:12,2022-04-26 08:57:12
4735,1574,776,6,2022-04-26 03:04:12,2022-04-26 08:57:12
4736,1574,807,4,2022-04-26 03:04:12,2022-04-26 08:57:12
4737,1574,687,1,2022-04-26 03:04:12,2022-04-26 08:57:12
4738,1574,689,2,2022-04-26 03:04:12,2022-04-26 08:57:12
4739,1575,764,8,2022-05-07 03:35:59,2022-05-07 09:32:59
4740,1575,900,3,2022-05-07 03:35:59,2022-05-07 09:32:59
4741,1576,140,3,2022-03-29 22:01:20,2022-03-29 22:52:20
4742,1576,165,10,2022-03-29 22:01:20,2022-03-29 22:52:20
4743,1576,972,5,2022-03-29 22:01:20,2022-03-29 22:52:20
4744,1577,787,3,2022-05-22 14:20:38,2022-05-23 14:12:38
4745,1578,536,6,2023-03-27 11:05:59,2023-03-27 11:22:59
4746,1578,777,10,2023-03-27 11:05:59,2023-03-27 11:22:59
4747,1578,350,9,2023-03-27 11:05:59,2023-03-27 11:22:59
4748,1578,658,10,2023-03-27 11:05:59,2023-03-27 11:22:59
4749,1578,584,3,2023-03-27 11:05:59,2023-03-27 11:22:59
4750,1579,787,2,2023-06-17 16:09:05,2023-06-18 00:58:05
4751,1579,877,9,2023-06-17 16:09:05,2023-06-18 00:58:05
4752,1579,43,10,2023-06-17 16:09:05,2023-06-18 00:58:05
4753,1579,857,9,2023-06-17 16:09:05,2023-06-18 00:58:05
4754,1580,884,10,2023-12-13 20:07:55,2023-12-14 07:16:55
4755,1580,368,10,2023-12-13 20:07:55,2023-12-14 07:16:55
4756,1580,971,10,2023-12-13 20:07:55,2023-12-14 07:16:55
4757,1580,190,1,2023-12-13 20:07:55,2023-12-14 07:16:55
4758,1581,443,5,2022-12-06 03:31:44,2022-12-06 07:04:44
4759,1582,444,10,2023-02-12 11:50:21,2023-02-13 00:50:21
4760,1582,95,8,2023-02-12 11:50:21,2023-02-13 00:50:21
4761,1583,346,5,2023-08-12 07:57:55,2023-08-12 17:01:55
4762,1583,849,9,2023-08-12 07:57:55,2023-08-12 17:01:55
4763,1584,1,1,2023-09-03 08:50:44,2023-09-03 14:24:44
4764,1584,713,1,2023-09-03 08:50:44,2023-09-03 14:24:44
4765,1585,393,6,2022-05-24 17:10:37,2022-05-25 04:17:37
4766,1585,641,4,2022-05-24 17:10:37,2022-05-25 04:17:37
4767,1586,162,3,2023-02-09 09:42:10,2023-02-10 05:00:10
4768,1586,629,5,2023-02-09 09:42:10,2023-02-10 05:00:10
4769,1587,912,8,2023-11-29 21:19:19,2023-11-30 14:28:19
4770,1587,26,6,2023-11-29 21:19:19,2023-11-30 14:28:19
4771,1587,399,1,2023-11-29 21:19:19,2023-11-30 14:28:19
4772,1587,633,8,2023-11-29 21:19:19,2023-11-30 14:28:19
4773,1588,315,9,2022-03-05 14:32:26,2022-03-06 01:14:26
4774,1588,912,8,2022-03-05 14:32:26,2022-03-06 01:14:26
4775,1589,288,8,2022-08-07 12:51:57,2022-08-07 18:36:57
4776,1589,575,9,2022-08-07 12:51:57,2022-08-07 18:36:57
4777,1590,854,6,2022-07-04 04:57:20,2022-07-04 17:13:20
4778,1590,423,1,2022-07-04 04:57:20,2022-07-04 17:13:20
4779,1590,290,3,2022-07-04 04:57:20,2022-07-04 17:13:20
4780,1591,381,2,2022-06-08 09:01:12,2022-06-08 18:54:12
4781,1591,541,5,2022-06-08 09:01:12,2022-06-08 18:54:12
4782,1591,451,2,2022-06-08 09:01:12,2022-06-08 18:54:12
4783,1591,720,3,2022-06-08 09:01:12,2022-06-08 18:54:12
4784,1591,667,6,2022-06-08 09:01:12,2022-06-08 18:54:12
4785,1592,457,2,2023-05-30 02:30:08,2023-05-30 11:59:08
4786,1592,512,2,2023-05-30 02:30:08,2023-05-30 11:59:08
4787,1592,828,5,2023-05-30 02:30:08,2023-05-30 11:59:08
4788,1592,202,4,2023-05-30 02:30:08,2023-05-30 11:59:08
4789,1592,127,8,2023-05-30 02:30:08,2023-05-30 11:59:08
4790,1593,433,5,2023-07-23 06:03:43,2023-07-23 15:09:43
4791,1593,451,10,2023-07-23 06:03:43,2023-07-23 15:09:43
4792,1593,168,4,2023-07-23 06:03:43,2023-07-23 15:09:43
4793,1593,657,1,2023-07-23 06:03:43,2023-07-23 15:09:43
4794,1593,968,2,2023-07-23 06:03:43,2023-07-23 15:09:43
4795,1594,106,2,2023-06-02 10:22:15,2023-06-02 21:50:15
4796,1594,500,7,2023-06-02 10:22:15,2023-06-02 21:50:15
4797,1594,962,9,2023-06-02 10:22:15,2023-06-02 21:50:15
4798,1595,497,7,2022-07-24 03:56:32,2022-07-25 01:13:32
4799,1595,711,10,2022-07-24 03:56:32,2022-07-25 01:13:32
4800,1595,40,6,2022-07-24 03:56:32,2022-07-25 01:13:32
4801,1596,90,8,2023-03-08 09:25:32,2023-03-09 01:44:32
4802,1596,138,8,2023-03-08 09:25:32,2023-03-09 01:44:32
4803,1596,812,6,2023-03-08 09:25:32,2023-03-09 01:44:32
4804,1597,898,4,2022-05-30 18:28:42,2022-05-31 13:28:42
4805,1597,907,4,2022-05-30 18:28:42,2022-05-31 13:28:42
4806,1597,136,7,2022-05-30 18:28:42,2022-05-31 13:28:42
4807,1598,443,4,2023-10-02 00:56:40,2023-10-02 06:14:40
4808,1598,88,5,2023-10-02 00:56:40,2023-10-02 06:14:40
4809,1599,762,6,2022-10-26 05:23:55,2022-10-26 20:44:55
4810,1599,758,1,2022-10-26 05:23:55,2022-10-26 20:44:55
4811,1599,379,2,2022-10-26 05:23:55,2022-10-26 20:44:55
4812,1599,465,6,2022-10-26 05:23:55,2022-10-26 20:44:55
4813,1599,871,4,2022-10-26 05:23:55,2022-10-26 20:44:55
4814,1600,691,6,2023-11-24 14:34:19,2023-11-24 22:05:19
4815,1601,253,6,2022-11-01 01:44:41,2022-11-01 18:21:41
4816,1601,476,3,2022-11-01 01:44:41,2022-11-01 18:21:41
4817,1601,216,7,2022-11-01 01:44:41,2022-11-01 18:21:41
4818,1601,455,7,2022-11-01 01:44:41,2022-11-01 18:21:41
4819,1602,78,7,2022-04-05 01:24:22,2022-04-05 17:10:22
4820,1603,669,4,2022-10-13 16:07:22,2022-10-14 02:03:22
4821,1603,612,9,2022-10-13 16:07:22,2022-10-14 02:03:22
4822,1604,31,2,2023-12-12 03:46:34,2023-12-12 22:02:34
4823,1605,775,10,2022-09-17 18:19:17,2022-09-18 17:46:17
4824,1605,444,7,2022-09-17 18:19:17,2022-09-18 17:46:17
4825,1605,588,7,2022-09-17 18:19:17,2022-09-18 17:46:17
4826,1605,867,6,2022-09-17 18:19:17,2022-09-18 17:46:17
4827,1605,682,5,2022-09-17 18:19:17,2022-09-18 17:46:17
4828,1606,904,2,2022-11-17 23:47:26,2022-11-18 11:33:26
4829,1606,739,7,2022-11-17 23:47:26,2022-11-18 11:33:26
4830,1606,510,9,2022-11-17 23:47:26,2022-11-18 11:33:26
4831,1606,411,10,2022-11-17 23:47:26,2022-11-18 11:33:26
4832,1607,910,10,2023-02-09 09:43:49,2023-02-09 09:55:49
4833,1607,519,9,2023-02-09 09:43:49,2023-02-09 09:55:49
4834,1607,631,1,2023-02-09 09:43:49,2023-02-09 09:55:49
4835,1607,138,6,2023-02-09 09:43:49,2023-02-09 09:55:49
4836,1608,321,3,2023-11-13 15:14:15,2023-11-13 15:41:15
4837,1608,770,3,2023-11-13 15:14:15,2023-11-13 15:41:15
4838,1608,764,3,2023-11-13 15:14:15,2023-11-13 15:41:15
4839,1609,563,9,2022-12-10 16:07:51,2022-12-10 23:22:51
4840,1609,403,2,2022-12-10 16:07:51,2022-12-10 23:22:51
4841,1609,923,7,2022-12-10 16:07:51,2022-12-10 23:22:51
4842,1609,638,7,2022-12-10 16:07:51,2022-12-10 23:22:51
4843,1610,29,3,2023-01-18 19:47:19,2023-01-19 14:37:19
4844,1610,645,4,2023-01-18 19:47:19,2023-01-19 14:37:19
4845,1610,723,7,2023-01-18 19:47:19,2023-01-19 14:37:19
4846,1610,430,6,2023-01-18 19:47:19,2023-01-19 14:37:19
4847,1610,695,2,2023-01-18 19:47:19,2023-01-19 14:37:19
4848,1611,442,10,2023-03-20 23:54:05,2023-03-21 18:57:05
4849,1611,935,7,2023-03-20 23:54:05,2023-03-21 18:57:05
4850,1612,726,4,2022-05-17 02:34:57,2022-05-18 00:55:57
4851,1612,660,4,2022-05-17 02:34:57,2022-05-18 00:55:57
4852,1612,124,5,2022-05-17 02:34:57,2022-05-18 00:55:57
4853,1612,633,10,2022-05-17 02:34:57,2022-05-18 00:55:57
4854,1612,310,1,2022-05-17 02:34:57,2022-05-18 00:55:57
4855,1613,75,10,2022-08-12 07:55:18,2022-08-12 12:05:18
4856,1613,498,1,2022-08-12 07:55:18,2022-08-12 12:05:18
4857,1614,913,9,2022-06-02 07:34:40,2022-06-03 03:17:40
4858,1614,759,2,2022-06-02 07:34:40,2022-06-03 03:17:40
4859,1614,345,10,2022-06-02 07:34:40,2022-06-03 03:17:40
4860,1615,952,6,2023-05-29 10:12:20,2023-05-29 13:54:20
4861,1615,245,3,2023-05-29 10:12:20,2023-05-29 13:54:20
4862,1616,126,1,2023-04-03 00:48:05,2023-04-03 06:39:05
4863,1616,670,7,2023-04-03 00:48:05,2023-04-03 06:39:05
4864,1617,491,3,2023-04-06 21:03:25,2023-04-07 05:33:25
4865,1617,752,10,2023-04-06 21:03:25,2023-04-07 05:33:25
4866,1617,572,6,2023-04-06 21:03:25,2023-04-07 05:33:25
4867,1617,721,10,2023-04-06 21:03:25,2023-04-07 05:33:25
4868,1618,690,1,2022-12-08 17:01:51,2022-12-08 17:10:51
4869,1618,722,8,2022-12-08 17:01:51,2022-12-08 17:10:51
4870,1618,774,9,2022-12-08 17:01:51,2022-12-08 17:10:51
4871,1618,14,2,2022-12-08 17:01:51,2022-12-08 17:10:51
4872,1618,435,10,2022-12-08 17:01:51,2022-12-08 17:10:51
4873,1619,229,8,2022-10-28 20:50:19,2022-10-29 18:11:19
4874,1620,46,10,2022-08-01 17:58:21,2022-08-02 10:52:21
4875,1620,108,9,2022-08-01 17:58:21,2022-08-02 10:52:21
4876,1620,123,5,2022-08-01 17:58:21,2022-08-02 10:52:21
4877,1620,100,4,2022-08-01 17:58:21,2022-08-02 10:52:21
4878,1620,681,8,2022-08-01 17:58:21,2022-08-02 10:52:21
4879,1621,505,1,2023-09-01 10:49:02,2023-09-02 03:34:02
4880,1621,751,10,2023-09-01 10:49:02,2023-09-02 03:34:02
4881,1621,498,9,2023-09-01 10:49:02,2023-09-02 03:34:02
4882,1622,716,8,2023-05-17 19:38:42,2023-05-17 20:18:42
4883,1622,851,3,2023-05-17 19:38:42,2023-05-17 20:18:42
4884,1622,581,10,2023-05-17 19:38:42,2023-05-17 20:18:42
4885,1623,81,6,2022-03-04 19:29:09,2022-03-05 01:54:09
4886,1623,269,5,2022-03-04 19:29:09,2022-03-05 01:54:09
4887,1623,518,5,2022-03-04 19:29:09,2022-03-05 01:54:09
4888,1624,880,5,2023-10-19 04:50:06,2023-10-19 17:15:06
4889,1624,175,8,2023-10-19 04:50:06,2023-10-19 17:15:06
4890,1624,201,1,2023-10-19 04:50:06,2023-10-19 17:15:06
4891,1624,969,5,2023-10-19 04:50:06,2023-10-19 17:15:06
4892,1625,445,1,2023-03-25 18:27:10,2023-03-26 03:31:10
4893,1625,240,10,2023-03-25 18:27:10,2023-03-26 03:31:10
4894,1625,193,2,2023-03-25 18:27:10,2023-03-26 03:31:10
4895,1626,50,1,2022-08-19 09:18:26,2022-08-19 16:59:26
4896,1626,986,8,2022-08-19 09:18:26,2022-08-19 16:59:26
4897,1626,567,1,2022-08-19 09:18:26,2022-08-19 16:59:26
4898,1626,596,6,2022-08-19 09:18:26,2022-08-19 16:59:26
4899,1627,409,7,2022-09-17 12:18:47,2022-09-18 08:07:47
4900,1627,479,5,2022-09-17 12:18:47,2022-09-18 08:07:47
4901,1627,799,6,2022-09-17 12:18:47,2022-09-18 08:07:47
4902,1628,29,3,2023-12-13 16:07:46,2023-12-14 13:37:46
4903,1628,197,10,2023-12-13 16:07:46,2023-12-14 13:37:46
4904,1628,465,2,2023-12-13 16:07:46,2023-12-14 13:37:46
4905,1628,748,5,2023-12-13 16:07:46,2023-12-14 13:37:46
4906,1628,204,3,2023-12-13 16:07:46,2023-12-14 13:37:46
4907,1629,331,9,2022-04-10 20:37:07,2022-04-11 07:44:07
4908,1629,867,2,2022-04-10 20:37:07,2022-04-11 07:44:07
4909,1630,562,10,2022-06-01 14:28:46,2022-06-02 09:18:46
4910,1630,520,6,2022-06-01 14:28:46,2022-06-02 09:18:46
4911,1630,789,4,2022-06-01 14:28:46,2022-06-02 09:18:46
4912,1630,530,4,2022-06-01 14:28:46,2022-06-02 09:18:46
4913,1630,64,2,2022-06-01 14:28:46,2022-06-02 09:18:46
4914,1631,16,4,2023-03-04 03:14:54,2023-03-04 07:43:54
4915,1631,718,9,2023-03-04 03:14:54,2023-03-04 07:43:54
4916,1631,705,5,2023-03-04 03:14:54,2023-03-04 07:43:54
4917,1631,348,9,2023-03-04 03:14:54,2023-03-04 07:43:54
4918,1632,221,6,2022-03-11 19:35:06,2022-03-12 16:07:06
4919,1632,167,10,2022-03-11 19:35:06,2022-03-12 16:07:06
4920,1632,321,9,2022-03-11 19:35:06,2022-03-12 16:07:06
4921,1633,140,1,2022-03-01 01:07:15,2022-03-01 14:32:15
4922,1633,405,5,2022-03-01 01:07:15,2022-03-01 14:32:15
4923,1633,174,6,2022-03-01 01:07:15,2022-03-01 14:32:15
4924,1633,190,6,2022-03-01 01:07:15,2022-03-01 14:32:15
4925,1634,347,10,2022-05-30 07:26:22,2022-05-30 22:28:22
4926,1635,989,5,2023-05-26 15:22:45,2023-05-26 21:58:45
4927,1635,499,10,2023-05-26 15:22:45,2023-05-26 21:58:45
4928,1635,902,7,2023-05-26 15:22:45,2023-05-26 21:58:45
4929,1635,135,3,2023-05-26 15:22:45,2023-05-26 21:58:45
4930,1635,359,4,2023-05-26 15:22:45,2023-05-26 21:58:45
4931,1636,227,7,2023-03-15 18:59:15,2023-03-15 21:41:15
4932,1636,441,3,2023-03-15 18:59:15,2023-03-15 21:41:15
4933,1637,690,2,2023-11-29 18:30:18,2023-11-30 03:24:18
4934,1638,694,6,2023-10-01 10:05:14,2023-10-01 23:59:14
4935,1638,891,6,2023-10-01 10:05:14,2023-10-01 23:59:14
4936,1638,210,8,2023-10-01 10:05:14,2023-10-01 23:59:14
4937,1639,768,8,2023-01-22 16:41:24,2023-01-22 20:31:24
4938,1639,161,6,2023-01-22 16:41:24,2023-01-22 20:31:24
4939,1640,211,8,2022-05-18 19:13:30,2022-05-18 19:16:30
4940,1640,535,3,2022-05-18 19:13:30,2022-05-18 19:16:30
4941,1640,217,8,2022-05-18 19:13:30,2022-05-18 19:16:30
4942,1641,238,9,2022-09-19 23:05:13,2022-09-20 11:46:13
4943,1642,42,5,2023-10-04 09:16:39,2023-10-04 19:22:39
4944,1642,429,6,2023-10-04 09:16:39,2023-10-04 19:22:39
4945,1642,697,7,2023-10-04 09:16:39,2023-10-04 19:22:39
4946,1642,378,2,2023-10-04 09:16:39,2023-10-04 19:22:39
4947,1642,400,2,2023-10-04 09:16:39,2023-10-04 19:22:39
4948,1643,419,4,2023-02-20 07:45:57,2023-02-21 03:39:57
4949,1643,69,3,2023-02-20 07:45:57,2023-02-21 03:39:57
4950,1643,603,3,2023-02-20 07:45:57,2023-02-21 03:39:57
4951,1644,998,9,2022-03-06 08:51:56,2022-03-06 18:38:56
4952,1645,880,9,2022-06-03 15:04:01,2022-06-04 04:14:01
4953,1645,161,5,2022-06-03 15:04:01,2022-06-04 04:14:01
4954,1646,692,9,2023-02-04 08:53:40,2023-02-05 00:39:40
4955,1647,9,3,2022-08-25 17:56:22,2022-08-26 16:19:22
4956,1647,306,4,2022-08-25 17:56:22,2022-08-26 16:19:22
4957,1648,118,4,2023-02-20 04:01:27,2023-02-20 04:47:27
4958,1648,311,1,2023-02-20 04:01:27,2023-02-20 04:47:27
4959,1648,533,5,2023-02-20 04:01:27,2023-02-20 04:47:27
4960,1648,210,2,2023-02-20 04:01:27,2023-02-20 04:47:27
4961,1648,26,7,2023-02-20 04:01:27,2023-02-20 04:47:27
4962,1649,949,3,2023-07-23 01:55:30,2023-07-23 15:09:30
4963,1649,307,6,2023-07-23 01:55:30,2023-07-23 15:09:30
4964,1649,357,7,2023-07-23 01:55:30,2023-07-23 15:09:30
4965,1650,686,2,2022-05-10 11:10:25,2022-05-10 18:37:25
4966,1651,272,3,2022-04-19 15:22:45,2022-04-20 00:20:45
4967,1651,112,6,2022-04-19 15:22:45,2022-04-20 00:20:45
4968,1651,171,2,2022-04-19 15:22:45,2022-04-20 00:20:45
4969,1651,467,4,2022-04-19 15:22:45,2022-04-20 00:20:45
4970,1652,98,9,2023-09-20 14:05:42,2023-09-20 23:32:42
4971,1652,204,8,2023-09-20 14:05:42,2023-09-20 23:32:42
4972,1652,873,2,2023-09-20 14:05:42,2023-09-20 23:32:42
4973,1653,257,5,2023-08-21 04:37:07,2023-08-21 18:41:07
4974,1653,956,2,2023-08-21 04:37:07,2023-08-21 18:41:07
4975,1653,755,7,2023-08-21 04:37:07,2023-08-21 18:41:07
4976,1653,368,10,2023-08-21 04:37:07,2023-08-21 18:41:07
4977,1653,443,10,2023-08-21 04:37:07,2023-08-21 18:41:07
4978,1654,555,9,2022-09-21 07:43:51,2022-09-22 06:20:51
4979,1655,503,2,2023-02-19 11:00:05,2023-02-19 23:22:05
4980,1655,321,3,2023-02-19 11:00:05,2023-02-19 23:22:05
4981,1655,804,8,2023-02-19 11:00:05,2023-02-19 23:22:05
4982,1656,710,6,2023-02-15 12:18:09,2023-02-16 09:54:09
4983,1656,69,4,2023-02-15 12:18:09,2023-02-16 09:54:09
4984,1656,963,9,2023-02-15 12:18:09,2023-02-16 09:54:09
4985,1657,824,10,2023-08-25 01:08:42,2023-08-25 01:33:42
4986,1657,53,2,2023-08-25 01:08:42,2023-08-25 01:33:42
4987,1657,657,4,2023-08-25 01:08:42,2023-08-25 01:33:42
4988,1658,585,9,2022-09-28 09:33:57,2022-09-29 03:10:57
4989,1658,782,1,2022-09-28 09:33:57,2022-09-29 03:10:57
4990,1658,334,6,2022-09-28 09:33:57,2022-09-29 03:10:57
4991,1658,586,4,2022-09-28 09:33:57,2022-09-29 03:10:57
4992,1659,701,4,2022-09-19 13:36:13,2022-09-20 07:33:13
4993,1659,133,3,2022-09-19 13:36:13,2022-09-20 07:33:13
4994,1659,858,4,2022-09-19 13:36:13,2022-09-20 07:33:13
4995,1660,490,10,2022-01-07 19:54:00,2022-01-08 03:27:00
4996,1660,719,2,2022-01-07 19:54:00,2022-01-08 03:27:00
4997,1660,536,3,2022-01-07 19:54:00,2022-01-08 03:27:00
4998,1661,847,6,2023-10-17 04:07:15,2023-10-17 08:34:15
4999,1661,289,8,2023-10-17 04:07:15,2023-10-17 08:34:15
5000,1661,760,8,2023-10-17 04:07:15,2023-10-17 08:34:15
5001,1661,937,7,2023-10-17 04:07:15,2023-10-17 08:34:15
5002,1661,499,1,2023-10-17 04:07:15,2023-10-17 08:34:15
5003,1662,460,3,2022-02-26 01:49:18,2022-02-26 07:01:18
5004,1662,238,3,2022-02-26 01:49:18,2022-02-26 07:01:18
5005,1662,141,7,2022-02-26 01:49:18,2022-02-26 07:01:18
5006,1662,510,9,2022-02-26 01:49:18,2022-02-26 07:01:18
5007,1663,275,7,2022-05-12 11:44:37,2022-05-12 19:31:37
5008,1663,24,2,2022-05-12 11:44:37,2022-05-12 19:31:37
5009,1663,778,2,2022-05-12 11:44:37,2022-05-12 19:31:37
5010,1663,117,2,2022-05-12 11:44:37,2022-05-12 19:31:37
5011,1663,531,4,2022-05-12 11:44:37,2022-05-12 19:31:37
5012,1664,740,8,2023-10-23 15:19:33,2023-10-23 20:50:33
5013,1664,396,8,2023-10-23 15:19:33,2023-10-23 20:50:33
5014,1664,506,4,2023-10-23 15:19:33,2023-10-23 20:50:33
5015,1664,94,8,2023-10-23 15:19:33,2023-10-23 20:50:33
5016,1664,191,7,2023-10-23 15:19:33,2023-10-23 20:50:33
5017,1665,627,8,2023-07-11 05:35:02,2023-07-11 14:15:02
5018,1665,871,6,2023-07-11 05:35:02,2023-07-11 14:15:02
5019,1665,273,8,2023-07-11 05:35:02,2023-07-11 14:15:02
5020,1666,223,10,2023-08-18 22:38:53,2023-08-19 20:03:53
5021,1666,65,5,2023-08-18 22:38:53,2023-08-19 20:03:53
5022,1666,683,3,2023-08-18 22:38:53,2023-08-19 20:03:53
5023,1666,811,3,2023-08-18 22:38:53,2023-08-19 20:03:53
5024,1667,74,10,2023-10-06 19:36:33,2023-10-06 20:45:33
5025,1667,956,9,2023-10-06 19:36:33,2023-10-06 20:45:33
5026,1667,483,4,2023-10-06 19:36:33,2023-10-06 20:45:33
5027,1667,676,4,2023-10-06 19:36:33,2023-10-06 20:45:33
5028,1667,375,8,2023-10-06 19:36:33,2023-10-06 20:45:33
5029,1668,438,3,2023-09-22 04:32:54,2023-09-23 00:01:54
5030,1668,257,6,2023-09-22 04:32:54,2023-09-23 00:01:54
5031,1669,219,3,2023-02-26 09:45:41,2023-02-27 08:24:41
5032,1669,936,4,2023-02-26 09:45:41,2023-02-27 08:24:41
5033,1669,796,2,2023-02-26 09:45:41,2023-02-27 08:24:41
5034,1669,969,4,2023-02-26 09:45:41,2023-02-27 08:24:41
5035,1670,389,10,2022-03-27 05:09:35,2022-03-27 19:25:35
5036,1670,797,8,2022-03-27 05:09:35,2022-03-27 19:25:35
5037,1670,842,1,2022-03-27 05:09:35,2022-03-27 19:25:35
5038,1671,455,4,2023-04-27 00:24:17,2023-04-27 07:07:17
5039,1671,660,1,2023-04-27 00:24:17,2023-04-27 07:07:17
5040,1672,581,1,2023-07-24 02:55:32,2023-07-24 06:41:32
5041,1672,223,1,2023-07-24 02:55:32,2023-07-24 06:41:32
5042,1672,263,3,2023-07-24 02:55:32,2023-07-24 06:41:32
5043,1672,784,3,2023-07-24 02:55:32,2023-07-24 06:41:32
5044,1672,884,8,2023-07-24 02:55:32,2023-07-24 06:41:32
5045,1673,883,8,2022-09-21 20:40:26,2022-09-22 13:50:26
5046,1673,777,4,2022-09-21 20:40:26,2022-09-22 13:50:26
5047,1674,246,2,2022-10-07 17:11:55,2022-10-08 02:50:55
5048,1674,762,9,2022-10-07 17:11:55,2022-10-08 02:50:55
5049,1675,325,7,2022-03-01 18:54:14,2022-03-01 21:39:14
5050,1675,725,9,2022-03-01 18:54:14,2022-03-01 21:39:14
5051,1676,718,3,2022-01-24 16:08:00,2022-01-25 11:12:00
5052,1676,794,1,2022-01-24 16:08:00,2022-01-25 11:12:00
5053,1676,369,10,2022-01-24 16:08:00,2022-01-25 11:12:00
5054,1677,189,4,2023-09-02 02:11:29,2023-09-03 01:14:29
5055,1677,632,8,2023-09-02 02:11:29,2023-09-03 01:14:29
5056,1677,547,9,2023-09-02 02:11:29,2023-09-03 01:14:29
5057,1677,450,8,2023-09-02 02:11:29,2023-09-03 01:14:29
5058,1677,445,2,2023-09-02 02:11:29,2023-09-03 01:14:29
5059,1678,718,6,2023-10-28 06:02:06,2023-10-29 03:36:06
5060,1679,141,6,2023-07-30 01:11:02,2023-07-30 23:46:02
5061,1679,762,10,2023-07-30 01:11:02,2023-07-30 23:46:02
5062,1680,19,4,2022-01-02 05:56:36,2022-01-02 12:10:36
5063,1681,747,7,2022-07-14 16:52:18,2022-07-14 19:24:18
5064,1681,366,6,2022-07-14 16:52:18,2022-07-14 19:24:18
5065,1681,160,5,2022-07-14 16:52:18,2022-07-14 19:24:18
5066,1682,966,10,2022-06-10 07:28:19,2022-06-11 00:08:19
5067,1683,381,3,2023-03-03 02:23:14,2023-03-03 21:21:14
5068,1683,132,8,2023-03-03 02:23:14,2023-03-03 21:21:14
5069,1683,758,1,2023-03-03 02:23:14,2023-03-03 21:21:14
5070,1684,987,6,2023-12-03 17:23:33,2023-12-04 05:34:33
5071,1684,406,5,2023-12-03 17:23:33,2023-12-04 05:34:33
5072,1685,803,5,2023-06-24 11:59:33,2023-06-25 06:35:33
5073,1686,17,5,2023-05-11 19:03:02,2023-05-12 04:38:02
5074,1686,741,6,2023-05-11 19:03:02,2023-05-12 04:38:02
5075,1686,393,10,2023-05-11 19:03:02,2023-05-12 04:38:02
5076,1686,899,9,2023-05-11 19:03:02,2023-05-12 04:38:02
5077,1687,786,2,2022-10-27 06:42:14,2022-10-28 00:07:14
5078,1687,248,1,2022-10-27 06:42:14,2022-10-28 00:07:14
5079,1687,787,3,2022-10-27 06:42:14,2022-10-28 00:07:14
5080,1688,59,6,2022-07-28 01:53:21,2022-07-28 18:12:21
5081,1688,148,5,2022-07-28 01:53:21,2022-07-28 18:12:21
5082,1688,178,1,2022-07-28 01:53:21,2022-07-28 18:12:21
5083,1688,739,9,2022-07-28 01:53:21,2022-07-28 18:12:21
5084,1689,277,6,2022-05-26 11:49:39,2022-05-26 15:51:39
5085,1690,669,9,2023-03-22 22:09:57,2023-03-23 01:11:57
5086,1690,137,4,2023-03-22 22:09:57,2023-03-23 01:11:57
5087,1691,594,8,2022-02-07 22:13:58,2022-02-08 04:20:58
5088,1691,976,8,2022-02-07 22:13:58,2022-02-08 04:20:58
5089,1691,314,9,2022-02-07 22:13:58,2022-02-08 04:20:58
5090,1691,430,9,2022-02-07 22:13:58,2022-02-08 04:20:58
5091,1691,146,1,2022-02-07 22:13:58,2022-02-08 04:20:58
5092,1692,611,9,2022-11-23 06:12:21,2022-11-24 01:27:21
5093,1692,300,8,2022-11-23 06:12:21,2022-11-24 01:27:21
5094,1692,516,4,2022-11-23 06:12:21,2022-11-24 01:27:21
5095,1692,732,9,2022-11-23 06:12:21,2022-11-24 01:27:21
5096,1693,281,9,2023-07-31 06:32:12,2023-07-31 12:55:12
5097,1693,695,9,2023-07-31 06:32:12,2023-07-31 12:55:12
5098,1693,875,10,2023-07-31 06:32:12,2023-07-31 12:55:12
5099,1693,4,10,2023-07-31 06:32:12,2023-07-31 12:55:12
5100,1694,793,3,2022-12-15 17:38:13,2022-12-16 15:29:13
5101,1694,230,1,2022-12-15 17:38:13,2022-12-16 15:29:13
5102,1694,193,2,2022-12-15 17:38:13,2022-12-16 15:29:13
5103,1694,938,2,2022-12-15 17:38:13,2022-12-16 15:29:13
5104,1695,415,4,2023-04-25 07:03:17,2023-04-25 15:27:17
5105,1695,2,7,2023-04-25 07:03:17,2023-04-25 15:27:17
5106,1696,445,10,2022-08-24 10:57:48,2022-08-25 03:56:48
5107,1697,27,4,2022-07-30 04:46:24,2022-07-31 02:02:24
5108,1697,593,10,2022-07-30 04:46:24,2022-07-31 02:02:24
5109,1697,610,3,2022-07-30 04:46:24,2022-07-31 02:02:24
5110,1697,347,10,2022-07-30 04:46:24,2022-07-31 02:02:24
5111,1697,967,10,2022-07-30 04:46:24,2022-07-31 02:02:24
5112,1698,480,6,2022-02-20 00:17:27,2022-02-20 08:06:27
5113,1699,510,9,2023-08-21 05:45:37,2023-08-21 22:23:37
5114,1699,305,9,2023-08-21 05:45:37,2023-08-21 22:23:37
5115,1699,770,1,2023-08-21 05:45:37,2023-08-21 22:23:37
