order_id,customer_id,total,tax,order_status,payment_id,created_at,modified_at
1469,157,11143.94,2005.91,Shipped,1469,2022-12-11 14:47:19,2022-12-12 04:05:19
1470,509,36360.95,6544.97,Cancelled,1470,2022-02-14 19:13:46,2022-02-14 23:37:46
1471,670,16025.49,2884.59,Shipped,1471,2023-08-08 11:26:41,2023-08-08 15:44:41
1472,356,16650.62,2997.11,Pending,1472,2022-06-24 15:48:43,2022-06-24 17:00:43
1473,393,33704.49,6066.81,Delivered,1473,2023-04-19 22:44:28,2023-04-20 04:31:28
1474,100,7513.66,1352.46,Pending,1474,2022-11-19 01:34:16,2022-11-19 11:47:16
1475,349,18862.16,3395.19,Delivered,1475,2022-12-18 17:31:55,2022-12-19 08:07:55
1476,521,49668.12,8940.26,Shipped,1476,2022-02-13 10:55:42,2022-02-13 11:39:42
1477,639,43501.42,7830.26,Shipped,1477,2023-08-27 23:13:26,2023-08-28 18:49:26
1478,294,40790.33,7342.26,Shipped,1478,2023-05-15 06:38:49,2023-05-15 06:58:49
1479,265,36271.67,6528.9,Cancelled,1479,2022-11-07 12:30:31,2022-11-07 21:17:31
1480,678,22717.17,4089.09,Cancelled,1480,2023-04-09 04:34:31,2023-04-09 10:23:31
1481,187,12636.62,2274.59,Cancelled,1481,2023-01-12 14:00:30,2023-01-12 19:38:30
1482,179,30460.89,5482.96,Cancelled,1482,2023-06-28 18:02:03,2023-06-29 02:22:03
1483,886,32752.23,5895.4,Cancelled,1483,2022-09-07 20:41:52,2022-09-08 07:54:52
1484,761,49226.9,8860.84,Cancelled,1484,2023-12-10 18:16:00,2023-12-11 05:37:00
1485,204,8963.14,1613.37,Cancelled,1485,2023-06-02 14:39:44,2023-06-03 10:41:44
1486,678,21500.54,3870.1,Pending,1486,2023-06-30 18:05:50,2023-06-30 20:27:50
1487,27,36814.54,6626.62,Cancelled,1487,2023-12-01 13:26:14,2023-12-02 02:49:14
1488,829,32963.26,5933.39,Cancelled,1488,2023-08-18 12:15:10,2023-08-19 05:53:10
1489,956,26023.18,4684.17,Pending,1489,2022-05-16 13:51:49,2022-05-17 07:38:49
1490,236,19994.29,3598.97,Delivered,1490,2023-12-08 11:43:39,2023-12-09 06:37:39
1491,173,17571.9,3162.94,Pending,1491,2022-10-05 19:47:14,2022-10-06 03:47:14
1492,353,7338.97,1321.01,Shipped,1492,2022-12-04 21:13:40,2022-12-05 09:15:40
1493,521,6867.89,1236.22,Cancelled,1493,2022-01-08 20:47:51,2022-01-09 18:06:51
1494,572,8235.4,1482.37,Pending,1494,2023-12-28 10:19:17,2023-12-28 14:13:17
1495,441,17296.18,3113.31,Pending,1495,2022-01-30 13:39:23,2022-01-31 12:44:23
1496,584,622.51,112.05,Pending,1496,2022-04-18 01:25:58,2022-04-18 02:08:58
1497,355,49975.82,8995.65,Delivered,1497,2023-05-20 10:30:25,2023-05-20 21:08:25
1498,82,13051.35,2349.24,Cancelled,1498,2023-01-20 18:29:08,2023-01-21 14:21:08
1499,912,47009.06,8461.63,Cancelled,1499,2023-05-29 03:48:30,2023-05-29 11:46:30
1500,713,22404.74,4032.85,Pending,1500,2022-09-30 02:28:33,2022-09-30 11:52:33
1501,499,13680.21,2462.44,Cancelled,1501,2023-06-17 12:36:54,2023-06-17 17:10:54
1502,719,21756.84,3916.23,Pending,1502,2022-12-27 00:03:48,2022-12-27 09:35:48
1503,461,34020.5,6123.69,Shipped,1503,2023-05-25 03:14:19,2023-05-25 09:10:19
1504,93,37809.92,6805.79,Delivered,1504,2022-06-04 19:50:59,2022-06-05 14:25:59
1505,891,43368.08,7806.25,Pending,1505,2023-10-16 17:31:13,2023-10-17 04:15:13
1506,394,2524.61,454.43,Delivered,1506,2023-08-08 15:14:54,2023-08-08 15:57:54
1507,439,18036.99,3246.66,Pending,1507,2023-07-13 12:25:30,2023-07-14 09:17:30
1508,566,447.69,80.58,Delivered,1508,2022-11-01 19:02:10,2022-11-02 07:33:10
1509,182,30711.75,5528.11,Shipped,1509,2022-08-12 10:31:11,2022-08-12 22:54:11
1510,995,6675.34,1201.56,Shipped,1510,2023-03-28 05:19:30,2023-03-28 20:45:30
1511,485,28791.28,5182.43,Delivered,1511,2023-03-30 01:56:54,2023-03-30 11:20:54
1512,302,41290.71,7432.33,Shipped,1512,2023-04-18 12:36:26,2023-04-19 02:29:26
1513,743,42126.72,7582.81,Delivered,1513,2022-03-21 05:07:25,2022-03-21 17:19:25
1514,436,26194.66,4715.04,Shipped,1514,2023-11-12 19:09:50,2023-11-13 06:07:50
1515,342,3086.18,555.51,Shipped,1515,2023-10-19 00:42:04,2023-10-19 13:49:04
1516,415,11196.96,2015.45,Shipped,1516,2023-01-07 12:35:00,2023-01-07 17:40:00
1517,465,10936.89,1968.64,Delivered,1517,2022-01-22 16:57:22,2022-01-23 04:56:22
1518,56,29738.14,5352.87,Delivered,1518,2023-04-11 03:17:18,2023-04-11 07:42:18
1519,550,38570.97,6942.77,Delivered,1519,2022-12-15 14:25:25,2022-12-15 23:36:25
1520,890,25384.92,4569.29,Delivered,1520,2023-05-17 10:28:00,2023-05-18 03:05:00
1521,580,21885.1,3939.32,Pending,1521,2022-12-20 22:03:12,2022-12-21 07:57:12
1522,956,15937.79,2868.8,Cancelled,1522,2023-08-20 12:57:24,2023-08-21 01:00:24
1523,911,18056.44,3250.16,Cancelled,1523,2023-10-16 15:11:08,2023-10-17 04:41:08
1524,785,40601.28,7308.23,Shipped,1524,2023-02-16 17:05:39,2023-02-17 01:05:39
1525,428,16745.2,3014.14,Shipped,1525,2022-09-17 01:20:47,2022-09-17 04:07:47
1526,486,20214.78,3638.66,Delivered,1526,2023-04-25 09:47:24,2023-04-26 07:08:24
1527,37,13646.99,2456.46,Cancelled,1527,2022-03-14 06:42:00,2022-03-14 21:15:00
1528,678,21726.26,3910.73,Pending,1528,2022-11-28 01:23:53,2022-11-29 01:06:53
1529,640,39277.66,7069.98,Delivered,1529,2022-10-06 20:02:28,2022-10-07 03:40:28
1530,29,1073.66,193.26,Cancelled,1530,2023-03-16 12:05:29,2023-03-17 02:57:29
1531,847,34429.62,6197.33,Delivered,1531,2023-06-04 01:47:26,2023-06-04 15:44:26
1532,764,6227.46,1120.94,Pending,1532,2022-07-05 02:13:47,2022-07-06 00:02:47
1533,961,6126.03,1102.69,Cancelled,1533,2022-03-27 19:43:57,2022-03-28 14:57:57
1534,988,17848.53,3212.74,Shipped,1534,2022-06-28 15:28:50,2022-06-29 04:39:50
1535,202,19966.38,3593.95,Cancelled,1535,2023-07-03 16:51:38,2023-07-04 02:48:38
1536,264,26094.17,4696.95,Pending,1536,2022-12-16 22:42:57,2022-12-17 10:39:57
1537,139,25046.37,4508.35,Delivered,1537,2022-09-22 00:40:55,2022-09-22 02:29:55
1538,447,35078.03,6314.05,Shipped,1538,2022-10-07 06:32:10,2022-10-08 06:22:10
1539,950,38633.67,6954.06,Pending,1539,2023-01-11 21:16:19,2023-01-12 18:59:19
1540,294,4834.18,870.15,Shipped,1540,2023-05-28 15:52:23,2023-05-29 12:56:23
1541,325,3975.45,715.58,Pending,1541,2023-04-11 08:14:35,2023-04-12 00:41:35
1542,273,37428.28,6737.09,Pending,1542,2022-08-12 16:43:51,2022-08-12 19:47:51
1543,495,9417.72,1695.19,Pending,1543,2023-01-17 16:14:16,2023-01-18 11:41:16
1544,272,22688.88,4084.0,Cancelled,1544,2023-02-11 21:36:26,2023-02-12 12:01:26
1545,171,44546.37,8018.35,Delivered,1545,2023-07-02 03:18:10,2023-07-02 07:56:10
1546,696,16184.46,2913.2,Delivered,1546,2022-04-12 06:01:25,2022-04-12 18:35:25
1547,563,39270.98,7068.78,Shipped,1547,2022-03-29 10:43:35,2022-03-29 18:31:35
1548,762,48469.67,8724.54,Shipped,1548,2023-01-19 04:28:00,2023-01-19 20:21:00
1549,113,48333.99,8700.12,Shipped,1549,2022-08-06 10:44:28,2022-08-06 10:54:28
1550,19,27637.97,4974.83,Shipped,1550,2022-02-18 09:48:15,2022-02-19 01:40:15
1551,20,44022.58,7924.06,Shipped,1551,2023-02-15 07:07:49,2023-02-16 03:56:49
1552,14,41940.45,7549.28,Shipped,1552,2022-04-06 01:59:11,2022-04-06 06:26:11
1553,731,37708.61,6787.55,Delivered,1553,2022-08-15 14:50:47,2022-08-16 00:44:47
1554,299,41599.58,7487.92,Delivered,1554,2023-05-19 21:13:22,2023-05-20 15:02:22
1555,987,22969.48,4134.51,Shipped,1555,2022-10-14 15:07:36,2022-10-15 07:43:36
1556,331,18336.15,3300.51,Cancelled,1556,2023-07-03 20:51:19,2023-07-04 16:22:19
1557,408,40311.86,7256.13,Shipped,1557,2022-10-19 20:18:05,2022-10-20 01:49:05
1558,409,23390.57,4210.3,Shipped,1558,2023-12-17 10:42:05,2023-12-18 02:22:05
1559,793,5641.15,1015.41,Pending,1559,2023-12-26 15:51:23,2023-12-27 02:43:23
1560,837,1032.25,185.81,Shipped,1560,2022-11-13 23:16:53,2022-11-14 23:15:53
1561,498,48773.83,8779.29,Shipped,1561,2023-04-16 07:26:36,2023-04-16 07:32:36
1562,722,1464.7,263.65,Cancelled,1562,2022-07-22 09:34:35,2022-07-23 03:10:35
1563,998,330.9,59.56,Pending,1563,2022-11-24 19:16:33,2022-11-25 02:35:33
1564,190,49568.76,8922.38,Pending,1564,2022-08-05 23:13:17,2022-08-06 09:57:17
1565,664,26820.65,4827.72,Shipped,1565,2022-01-23 23:41:37,2022-01-24 13:53:37
1566,7,22133.05,3983.95,Pending,1566,2022-10-05 00:42:36,2022-10-05 10:04:36
1567,673,9101.7,1638.31,Pending,1567,2023-01-06 16:47:46,2023-01-07 01:33:46
1568,893,27637.57,4974.76,Cancelled,1568,2022-02-19 08:32:05,2022-02-20 00:18:05
1569,434,15464.84,2783.67,Cancelled,1569,2023-12-05 06:02:23,2023-12-06 01:51:23
1570,257,14097.5,2537.55,Pending,1570,2022-05-22 11:58:18,2022-05-22 19:52:18
1571,308,39102.96,7038.53,Cancelled,1571,2022-11-02 13:32:21,2022-11-02 23:20:21
1572,94,3059.41,550.69,Cancelled,1572,2023-05-11 16:30:37,2023-05-12 10:23:37
1573,321,49749.14,8954.85,Shipped,1573,2023-09-03 16:46:57,2023-09-04 02:11:57
1574,793,41282.76,7430.9,Pending,1574,2022-04-26 03:04:12,2022-04-26 08:57:12
1575,668,18326.62,3298.79,Cancelled,1575,2022-05-07 03:35:59,2022-05-07 09:32:59
1576,524,18961.21,3413.02,Delivered,1576,2022-03-29 22:01:20,2022-03-29 22:52:20
1577,180,31803.0,5724.54,Shipped,1577,2022-05-22 14:20:38,2022-05-23 14:12:38
1578,583,16900.96,3042.17,Shipped,1578,2023-03-27 11:05:59,2023-03-27 11:22:59
1579,542,27578.47,4964.12,Shipped,1579,2023-06-17 16:09:05,2023-06-18 00:58:05
1580,447,18190.49,3274.29,Shipped,1580,2023-12-13 20:07:55,2023-12-14 07:16:55
1581,833,21724.74,3910.45,Delivered,1581,2022-12-06 03:31:44,2022-12-06 07:04:44
1582,673,29963.91,5393.5,Pending,1582,2023-02-12 11:50:21,2023-02-13 00:50:21
1583,858,48363.34,8705.4,Pending,1583,2023-08-12 07:57:55,2023-08-12 17:01:55
1584,382,23829.27,4289.27,Shipped,1584,2023-09-03 08:50:44,2023-09-03 14:24:44
1585,670,12612.74,2270.29,Delivered,1585,2022-05-24 17:10:37,2022-05-25 04:17:37
1586,842,14794.34,2662.98,Delivered,1586,2023-02-09 09:42:10,2023-02-10 05:00:10
1587,982,44688.93,8044.01,Cancelled,1587,2023-11-29 21:19:19,2023-11-30 14:28:19
1588,264,44663.97,8039.51,Pending,1588,2022-03-05 14:32:26,2022-03-06 01:14:26
1589,326,5030.14,905.43,Shipped,1589,2022-08-07 12:51:57,2022-08-07 18:36:57
1590,582,2219.03,399.43,Shipped,1590,2022-07-04 04:57:20,2022-07-04 17:13:20
1591,783,24552.02,4419.36,Shipped,1591,2022-06-08 09:01:12,2022-06-08 18:54:12
1592,417,41151.82,7407.33,Pending,1592,2023-05-30 02:30:08,2023-05-30 11:59:08
1593,478,1758.36,316.5,Shipped,1593,2023-07-23 06:03:43,2023-07-23 15:09:43
1594,895,27547.43,4958.54,Pending,1594,2023-06-02 10:22:15,2023-06-02 21:50:15
1595,634,39249.56,7064.92,Cancelled,1595,2022-07-24 03:56:32,2022-07-25 01:13:32
1596,606,3286.19,591.51,Delivered,1596,2023-03-08 09:25:32,2023-03-09 01:44:32
1597,627,14037.88,2526.82,Delivered,1597,2022-05-30 18:28:42,2022-05-31 13:28:42
1598,394,15952.56,2871.46,Shipped,1598,2023-10-02 00:56:40,2023-10-02 06:14:40
1599,772,33532.48,6035.85,Delivered,1599,2022-10-26 05:23:55,2022-10-26 20:44:55
1600,25,24664.66,4439.64,Cancelled,1600,2023-11-24 14:34:19,2023-11-24 22:05:19
1601,81,32133.79,5784.08,Cancelled,1601,2022-11-01 01:44:41,2022-11-01 18:21:41
1602,615,26560.58,4780.9,Delivered,1602,2022-04-05 01:24:22,2022-04-05 17:10:22
1603,608,20014.76,3602.66,Cancelled,1603,2022-10-13 16:07:22,2022-10-14 02:03:22
1604,823,15870.03,2856.61,Shipped,1604,2023-12-12 03:46:34,2023-12-12 22:02:34
1605,494,37278.51,6710.13,Pending,1605,2022-09-17 18:19:17,2022-09-18 17:46:17
1606,991,32935.53,5928.4,Pending,1606,2022-11-17 23:47:26,2022-11-18 11:33:26
1607,5,47733.27,8591.99,Cancelled,1607,2023-02-09 09:43:49,2023-02-09 09:55:49
1608,916,3215.68,578.82,Shipped,1608,2023-11-13 15:14:15,2023-11-13 15:41:15
1609,663,24190.51,4354.29,Pending,1609,2022-12-10 16:07:51,2022-12-10 23:22:51
1610,939,25330.49,4559.49,Pending,1610,2023-01-18 19:47:19,2023-01-19 14:37:19
1611,389,22809.81,4105.77,Cancelled,1611,2023-03-20 23:54:05,2023-03-21 18:57:05
1612,971,30456.23,5482.12,Shipped,1612,2022-05-17 02:34:57,2022-05-18 00:55:57
1613,79,38456.02,6922.08,Delivered,1613,2022-08-12 07:55:18,2022-08-12 12:05:18
1614,835,18840.02,3391.2,Shipped,1614,2022-06-02 07:34:40,2022-06-03 03:17:40
1615,312,39683.96,7143.11,Shipped,1615,2023-05-29 10:12:20,2023-05-29 13:54:20
1616,369,41818.49,7527.33,Cancelled,1616,2023-04-03 00:48:05,2023-04-03 06:39:05
1617,327,31187.96,5613.83,Delivered,1617,2023-04-06 21:03:25,2023-04-07 05:33:25
1618,397,48108.9,8659.6,Cancelled,1618,2022-12-08 17:01:51,2022-12-08 17:10:51
1619,107,3836.76,690.62,Pending,1619,2022-10-28 20:50:19,2022-10-29 18:11:19
1620,812,28446.45,5120.36,Cancelled,1620,2022-08-01 17:58:21,2022-08-02 10:52:21
1621,568,13014.18,2342.55,Cancelled,1621,2023-09-01 10:49:02,2023-09-02 03:34:02
1622,15,43683.89,7863.1,Cancelled,1622,2023-05-17 19:38:42,2023-05-17 20:18:42
1623,468,27330.48,4919.49,Pending,1623,2022-03-04 19:29:09,2022-03-05 01:54:09
1624,244,48972.58,8815.06,Pending,1624,2023-10-19 04:50:06,2023-10-19 17:15:06
1625,441,19833.97,3570.11,Cancelled,1625,2023-03-25 18:27:10,2023-03-26 03:31:10
1626,169,24053.81,4329.69,Shipped,1626,2022-08-19 09:18:26,2022-08-19 16:59:26
1627,495,48366.64,8706.0,Delivered,1627,2022-09-17 12:18:47,2022-09-18 08:07:47
1628,933,16613.87,2990.5,Pending,1628,2023-12-13 16:07:46,2023-12-14 13:37:46
1629,858,23480.83,4226.55,Pending,1629,2022-04-10 20:37:07,2022-04-11 07:44:07
1630,586,42974.72,7735.45,Pending,1630,2022-06-01 14:28:46,2022-06-02 09:18:46
1631,565,38137.6,6864.77,Cancelled,1631,2023-03-04 03:14:54,2023-03-04 07:43:54
1632,809,26846.57,4832.38,Delivered,1632,2022-03-11 19:35:06,2022-03-12 16:07:06
1633,703,3629.57,653.32,Pending,1633,2022-03-01 01:07:15,2022-03-01 14:32:15
1634,225,18852.9,3393.52,Cancelled,1634,2022-05-30 07:26:22,2022-05-30 22:28:22
1635,923,8259.67,1486.74,Shipped,1635,2023-05-26 15:22:45,2023-05-26 21:58:45
1636,306,2917.02,525.06,Shipped,1636,2023-03-15 18:59:15,2023-03-15 21:41:15
1637,108,1332.36,239.82,Pending,1637,2023-11-29 18:30:18,2023-11-30 03:24:18
1638,602,29082.73,5234.89,Delivered,1638,2023-10-01 10:05:14,2023-10-01 23:59:14
1639,924,12903.5,2322.63,Cancelled,1639,2023-01-22 16:41:24,2023-01-22 20:31:24
1640,260,21597.03,3887.47,Pending,1640,2022-05-18 19:13:30,2022-05-18 19:16:30
1641,324,4170.23,750.64,Shipped,1641,2022-09-19 23:05:13,2022-09-20 11:46:13
1642,331,46026.94,8284.85,Delivered,1642,2023-10-04 09:16:39,2023-10-04 19:22:39
1643,541,15124.62,2722.43,Delivered,1643,2023-02-20 07:45:57,2023-02-21 03:39:57
1644,682,11337.94,2040.83,Shipped,1644,2022-03-06 08:51:56,2022-03-06 18:38:56
1645,205,16494.98,2969.1,Delivered,1645,2022-06-03 15:04:01,2022-06-04 04:14:01
1646,826,21485.1,3867.32,Shipped,1646,2023-02-04 08:53:40,2023-02-05 00:39:40
1647,815,18581.41,3344.65,Shipped,1647,2022-08-25 17:56:22,2022-08-26 16:19:22
1648,540,7912.07,1424.17,Shipped,1648,2023-02-20 04:01:27,2023-02-20 04:47:27
1649,206,18492.73,3328.69,Shipped,1649,2023-07-23 01:55:30,2023-07-23 15:09:30
1650,811,49950.46,8991.08,Delivered,1650,2022-05-10 11:10:25,2022-05-10 18:37:25
1651,143,26618.69,4791.36,Pending,1651,2022-04-19 15:22:45,2022-04-20 00:20:45
1652,81,17802.99,3204.54,Delivered,1652,2023-09-20 14:05:42,2023-09-20 23:32:42
1653,34,26483.07,4766.95,Shipped,1653,2023-08-21 04:37:07,2023-08-21 18:41:07
1654,223,44426.63,7996.79,Pending,1654,2022-09-21 07:43:51,2022-09-22 06:20:51
1655,486,36155.38,6507.97,Cancelled,1655,2023-02-19 11:00:05,2023-02-19 23:22:05
1656,224,19790.2,3562.24,Delivered,1656,2023-02-15 12:18:09,2023-02-16 09:54:09
1657,285,1538.78,276.98,Shipped,1657,2023-08-25 01:08:42,2023-08-25 01:33:42
1658,160,5895.89,1061.26,Pending,1658,2022-09-28 09:33:57,2022-09-29 03:10:57
1659,374,12438.43,2238.92,Pending,1659,2022-09-19 13:36:13,2022-09-20 07:33:13
1660,720,7870.35,1416.66,Cancelled,1660,2022-01-07 19:54:00,2022-01-08 03:27:00
1661,83,17684.17,3183.15,Pending,1661,2023-10-17 04:07:15,2023-10-17 08:34:15
1662,358,1795.44,323.18,Delivered,1662,2022-02-26 01:49:18,2022-02-26 07:01:18
1663,321,20226.98,3640.86,Cancelled,1663,2022-05-12 11:44:37,2022-05-12 19:31:37
1664,800,31879.13,5738.24,Shipped,1664,2023-10-23 15:19:33,2023-10-23 20:50:33
1665,963,19416.96,3495.05,Cancelled,1665,2023-07-11 05:35:02,2023-07-11 14:15:02
1666,251,31930.37,5747.47,Delivered,1666,2023-08-18 22:38:53,2023-08-19 20:03:53
1667,956,15227.79,2741.0,Shipped,1667,2023-10-06 19:36:33,2023-10-06 20:45:33
1668,757,7416.3,1334.93,Cancelled,1668,2023-09-22 04:32:54,2023-09-23 00:01:54
1669,512,17193.43,3094.82,Delivered,1669,2023-02-26 09:45:41,2023-02-27 08:24:41
1670,444,18217.07,3279.07,Delivered,1670,2022-03-27 05:09:35,2022-03-27 19:25:35
1671,15,18796.4,3383.35,Shipped,1671,2023-04-27 00:24:17,2023-04-27 07:07:17
1672,591,34191.61,6154.49,Shipped,1672,2023-07-24 02:55:32,2023-07-24 06:41:32
1673,693,21697.83,3905.61,Shipped,1673,2022-09-21 20:40:26,2022-09-22 13:50:26
1674,432,17044.98,3068.1,Pending,1674,2022-10-07 17:11:55,2022-10-08 02:50:55
1675,968,36552.36,6579.42,Pending,1675,2022-03-01 18:54:14,2022-03-01 21:39:14
1676,618,16517.78,2973.2,Delivered,1676,2022-01-24 16:08:00,2022-01-25 11:12:00
1677,884,12970.31,2334.66,Shipped,1677,2023-09-02 02:11:29,2023-09-03 01:14:29
1678,826,26584.2,4785.16,Pending,1678,2023-10-28 06:02:06,2023-10-29 03:36:06
1679,404,25758.12,4636.46,Shipped,1679,2023-07-30 01:11:02,2023-07-30 23:46:02
1680,569,7085.66,1275.42,Shipped,1680,2022-01-02 05:56:36,2022-01-02 12:10:36
1681,238,48935.6,8808.41,Pending,1681,2022-07-14 16:52:18,2022-07-14 19:24:18
1682,652,27649.48,4976.91,Delivered,1682,2022-06-10 07:28:19,2022-06-11 00:08:19
1683,790,35711.93,6428.15,Cancelled,1683,2023-03-03 02:23:14,2023-03-03 21:21:14
1684,934,8662.77,1559.3,Shipped,1684,2023-12-03 17:23:33,2023-12-04 05:34:33
1685,670,24508.39,4411.51,Cancelled,1685,2023-06-24 11:59:33,2023-06-25 06:35:33
1686,609,22117.1,3981.08,Shipped,1686,2023-05-11 19:03:02,2023-05-12 04:38:02
1687,723,34260.34,6166.86,Cancelled,1687,2022-10-27 06:42:14,2022-10-28 00:07:14
1688,801,21401.46,3852.26,Shipped,1688,2022-07-28 01:53:21,2022-07-28 18:12:21
1689,546,8476.77,1525.82,Delivered,1689,2022-05-26 11:49:39,2022-05-26 15:51:39
1690,104,17649.53,3176.92,Delivered,1690,2023-03-22 22:09:57,2023-03-23 01:11:57
1691,822,16191.4,2914.45,Shipped,1691,2022-02-07 22:13:58,2022-02-08 04:20:58
1692,259,6187.18,1113.69,Cancelled,1692,2022-11-23 06:12:21,2022-11-24 01:27:21
1693,13,45321.23,8157.82,Cancelled,1693,2023-07-31 06:32:12,2023-07-31 12:55:12
1694,42,299.77,53.96,Cancelled,1694,2022-12-15 17:38:13,2022-12-16 15:29:13
1695,709,13692.26,2464.61,Delivered,1695,2023-04-25 07:03:17,2023-04-25 15:27:17
1696,358,21904.35,3942.78,Shipped,1696,2022-08-24 10:57:48,2022-08-25 03:56:48
1697,329,40681.21,7322.62,Pending,1697,2022-07-30 04:46:24,2022-07-31 02:02:24
1698,466,40806.95,7345.25,Cancelled,1698,2022-02-20 00:17:27,2022-02-20 08:06:27
1699,85,32396.13,5831.3,Shipped,1699,2023-08-21 05:45:37,2023-08-21 22:23:37
1700,246,29469.9,5304.58,Delivered,1700,2022-10-16 17:18:24,2022-10-16 21:42:24
1701,745,43811.59,7886.09,Cancelled,1701,2022-04-03 09:35:05,2022-04-03 09:43:05
1702,831,31468.63,5664.35,Delivered,1702,2022-05-22 20:57:41,2022-05-22 21:38:41
1703,174,24858.43,4474.52,Shipped,1703,2023-04-27 14:54:34,2023-04-27 19:05:34
1704,605,3668.25,660.28,Cancelled,1704,2023-03-01 23:50:00,2023-03-02 01:49:00
1705,647,26848.17,4832.67,Pending,1705,2023-02-28 19:39:46,2023-03-01 07:27:46
1706,495,8236.12,1482.5,Shipped,1706,2023-08-03 00:09:24,2023-08-03 17:14:24
1707,25,33951.77,6111.32,Delivered,1707,2023-09-12 04:06:03,2023-09-12 14:27:03
1708,975,29861.68,5375.1,Shipped,1708,2023-01-26 09:48:26,2023-01-27 03:42:26
1709,474,46819.73,8427.55,Shipped,1709,2023-08-17 18:29:06,2023-08-17 18:41:06
1710,204,36957.91,6652.42,Pending,1710,2023-10-11 02:31:08,2023-10-11 14:57:08
1711,273,5245.74,944.23,Shipped,1711,2023-07-19 20:27:00,2023-07-20 04:42:00
1712,462,45200.54,8136.1,Pending,1712,2023-11-10 09:23:06,2023-11-10 20:23:06
1713,959,15928.44,2867.12,Shipped,1713,2022-11-24 22:50:05,2022-11-25 03:25:05
1714,64,41523.62,7474.25,Delivered,1714,2023-11-17 01:43:04,2023-11-17 15:01:04
1715,128,20016.14,3602.91,Cancelled,1715,2023-09-23 15:23:50,2023-09-24 14:47:50
1716,82,1036.51,186.57,Pending,1716,2022-10-02 12:17:14,2022-10-02 20:37:14
1717,581,7617.65,1371.18,Shipped,1717,2022-09-05 10:50:40,2022-09-05 15:45:40
1718,418,10321.88,1857.94,Delivered,1718,2023-09-03 10:54:15,2023-09-03 21:22:15
1719,817,21641.78,3895.52,Shipped,1719,2023-04-28 04:08:05,2023-04-28 17:25:05
1720,873,20043.91,3607.9,Cancelled,1720,2023-06-13 19:12:53,2023-06-14 07:46:53
1721,980,23214.26,4178.57,Delivered,1721,2023-10-10 08:54:34,2023-10-10 22:14:34
1722,880,18432.77,3317.9,Shipped,1722,2022-07-20 10:04:26,2022-07-21 05:35:26
1723,956,21587.73,3885.79,Delivered,1723,2022-12-13 14:14:03,2022-12-14 05:42:03
1724,970,27410.61,4933.91,Cancelled,1724,2022-12-07 08:51:48,2022-12-07 18:31:48
1725,234,34477.2,6205.9,Shipped,1725,2023-02-11 11:51:02,2023-02-12 01:54:02
1726,373,31650.72,5697.13,Delivered,1726,2023-06-17 17:19:31,2023-06-18 15:49:31
1727,614,6812.34,1226.22,Pending,1727,2022-02-04 21:29:08,2022-02-05 17:55:08
1728,975,10061.87,1811.14,Cancelled,1728,2022-04-15 13:27:17,2022-04-16 09:41:17
1729,2,39020.37,7023.67,Delivered,1729,2022-07-26 19:22:49,2022-07-27 04:14:49
1730,133,21180.41,3812.47,Pending,1730,2022-06-28 22:22:37,2022-06-29 05:10:37
1731,990,10343.78,1861.88,Delivered,1731,2022-08-15 05:06:24,2022-08-15 05:49:24
1732,604,42449.15,7640.85,Shipped,1732,2022-07-23 23:03:33,2022-07-24 03:40:33
1733,211,32261.03,5806.99,Shipped,1733,2023-05-25 21:33:36,2023-05-26 16:09:36
1734,893,15750.03,2835.01,Shipped,1734,2022-12-22 19:56:15,2022-12-23 18:59:15
1735,263,42888.83,7719.99,Delivered,1735,2022-09-16 04:54:23,2022-09-16 11:55:23
1736,704,41228.6,7421.15,Shipped,1736,2023-01-10 00:22:07,2023-01-10 05:13:07
1737,526,19873.19,3577.17,Delivered,1737,2022-05-31 12:57:43,2022-06-01 09:22:43
1738,1,49898.1,8981.66,Pending,1738,2022-01-25 23:01:16,2022-01-26 18:27:16
1739,194,5346.9,962.44,Cancelled,1739,2023-02-04 03:06:27,2023-02-04 11:15:27
1740,99,45201.84,8136.33,Pending,1740,2022-09-30 17:41:02,2022-10-01 07:55:02
1741,201,21286.14,3831.51,Cancelled,1741,2023-07-01 15:31:38,2023-07-01 20:24:38
1742,25,30956.76,5572.22,Pending,1742,2022-09-27 06:22:17,2022-09-27 23:51:17
1743,684,3698.69,665.76,Cancelled,1743,2022-09-30 04:37:44,2022-09-30 19:51:44
1744,670,40234.16,7242.15,Shipped,1744,2023-10-30 11:41:14,2023-10-31 08:44:14
1745,294,10384.69,1869.24,Shipped,1745,2022-05-21 03:53:31,2022-05-21 10:31:31
1746,148,9922.09,1785.98,Cancelled,1746,2022-10-02 17:40:54,2022-10-03 14:29:54
1747,509,29684.36,5343.18,Delivered,1747,2022-10-01 01:46:12,2022-10-01 02:40:12
1748,337,26971.52,4854.87,Cancelled,1748,2023-01-04 15:41:54,2023-01-05 10:09:54
1749,451,34286.94,6171.65,Delivered,1749,2022-11-16 20:34:36,2022-11-17 01:10:36
1750,540,22537.99,4056.84,Cancelled,1750,2023-09-17 02:05:28,2023-09-17 18:13:28
1751,497,29625.52,5332.59,Delivered,1751,2022-03-15 21:15:12,2022-03-16 20:27:12
1752,17,32413.13,5834.36,Delivered,1752,2022-03-25 04:24:36,2022-03-25 10:12:36
1753,483,16820.96,3027.77,Delivered,1753,2022-09-20 03:30:47,2022-09-20 07:37:47
