session_id,customer_id,total,created_at,modified_at
1978,595,14555.25,2023-02-17 05:35:21,2023-02-17 06:21:21
1979,392,5831.26,2022-04-05 05:43:56,2022-04-05 06:36:56
1980,208,6626.0,2023-11-02 06:11:55,2023-11-02 07:42:55
1981,693,7234.91,2023-03-06 02:43:09,2023-03-06 03:07:09
1982,9,1468.99,2022-03-28 11:45:56,2022-03-28 12:51:56
1983,812,5538.59,2023-12-11 02:48:19,2023-12-11 03:39:19
1984,308,790.36,2023-11-22 23:34:25,2023-11-23 00:42:25
1985,820,3388.05,2022-08-08 04:09:19,2022-08-08 05:02:19
1986,164,5703.42,2023-04-19 18:19:35,2023-04-19 19:08:35
1987,156,22762.43,2022-10-03 06:09:31,2022-10-03 07:50:31
1988,318,1707.73,2022-10-02 02:33:58,2022-10-02 03:56:58
1989,419,8408.13,2023-04-07 18:09:18,2023-04-07 19:40:18
1990,360,1450.85,2023-12-01 00:07:10,2023-12-01 02:02:10
1991,500,1020.9,2022-09-28 15:37:26,2022-09-28 16:31:26
1992,76,6447.06,2022-05-18 05:16:18,2022-05-18 06:54:18
1993,600,3206.52,2023-01-03 07:04:58,2023-01-03 08:48:58
1994,910,50291.04,2022-08-01 13:21:20,2022-08-01 14:36:20
1995,748,9517.33,2023-05-28 11:49:53,2023-05-28 12:11:53
1996,93,311.05,2023-03-10 23:08:53,2023-03-11 00:46:53
1997,79,5539.63,2022-10-16 10:02:45,2022-10-16 11:43:45
1998,566,29191.58,2023-12-19 03:30:49,2023-12-19 03:39:49
1999,99,34762.17,2023-08-22 15:02:27,2023-08-22 16:29:27
2000,540,15704.54,2023-09-01 17:33:29,2023-09-01 19:01:29
2001,262,12700.4,2023-05-11 23:03:41,2023-05-11 23:48:41
2002,190,4606.4,2023-04-08 13:50:42,2023-04-08 14:55:42
2003,417,6818.72,2023-08-08 21:33:29,2023-08-08 22:13:29
2004,881,4661.94,2023-01-01 13:31:24,2023-01-01 13:59:24
2005,434,4328.61,2022-02-22 02:00:15,2022-02-22 02:59:15
2006,136,291.1,2023-03-12 16:30:33,2023-03-12 17:03:33
2007,527,2606.39,2023-02-07 19:32:17,2023-02-07 20:18:17
2008,879,23909.61,2022-05-23 03:20:35,2022-05-23 04:12:35
2009,820,10582.41,2022-04-29 21:42:07,2022-04-29 22:42:07
2010,261,31290.71,2023-05-14 22:34:59,2023-05-14 23:09:59
2011,931,12474.94,2023-02-28 15:59:43,2023-02-28 17:20:43
2012,684,1681.22,2022-12-20 06:09:20,2022-12-20 07:20:20
2013,791,162.67,2023-07-21 20:23:30,2023-07-21 21:37:30
2014,31,1207.52,2022-05-18 03:36:37,2022-05-18 03:52:37
2015,714,50836.82,2023-06-17 12:47:01,2023-06-17 14:32:01
2016,698,8099.9,2022-01-04 07:18:20,2022-01-04 07:33:20
2017,767,35201.6,2022-04-30 11:20:44,2022-04-30 12:36:44
2018,988,13958.29,2022-06-05 14:32:03,2022-06-05 15:37:03
2019,446,2900.37,2022-10-28 09:04:24,2022-10-28 09:17:24
2020,574,10593.57,2023-05-13 04:32:19,2023-05-13 05:02:19
2021,346,13201.21,2022-05-03 10:56:17,2022-05-03 12:06:17
2022,414,6375.75,2023-11-14 08:57:52,2023-11-14 09:27:52
2023,200,7299.28,2022-03-09 07:34:01,2022-03-09 08:23:01
2024,875,9650.0,2023-06-06 10:41:02,2023-06-06 12:10:02
2025,670,18143.44,2022-04-23 05:40:50,2022-04-23 06:34:50
2026,55,1118.25,2022-04-04 12:40:17,2022-04-04 13:16:17
2027,27,2978.61,2023-12-28 09:55:05,2023-12-28 10:29:05
2028,524,48085.75,2023-01-08 10:02:32,2023-01-08 11:33:32
2029,122,10199.92,2022-07-03 15:13:50,2022-07-03 16:42:50
2030,616,7669.49,2022-09-20 13:42:42,2022-09-20 14:49:42
2031,883,3731.12,2023-07-06 17:29:35,2023-07-06 18:10:35
2032,559,1633.18,2023-03-31 23:11:39,2023-04-01 01:05:39
2033,689,294.71,2022-02-27 10:36:43,2022-02-27 11:53:43
2034,386,11906.18,2023-04-09 23:26:47,2023-04-10 00:59:47
2035,903,916.54,2023-04-30 15:32:56,2023-04-30 15:58:56
2036,669,12472.0,2023-07-17 03:09:04,2023-07-17 04:15:04
2037,888,9296.43,2023-01-27 00:19:45,2023-01-27 00:45:45
2038,258,5475.12,2023-11-22 13:55:16,2023-11-22 15:33:16
2039,791,10321.16,2023-02-03 14:14:01,2023-02-03 15:35:01
2040,164,7867.12,2023-10-20 05:33:37,2023-10-20 07:28:37
2041,591,13051.68,2023-10-24 04:45:31,2023-10-24 05:05:31
2042,198,3561.3,2023-11-30 15:14:35,2023-11-30 16:09:35
2043,199,748.0,2023-01-31 04:47:16,2023-01-31 05:30:16
2044,78,5921.24,2023-03-03 06:15:40,2023-03-03 08:14:40
2045,881,188.61,2023-07-27 21:33:40,2023-07-27 23:30:40
2046,377,16169.42,2022-10-20 17:34:18,2022-10-20 18:05:18
2047,195,10841.41,2022-12-18 04:21:42,2022-12-18 04:46:42
2048,103,7631.79,2023-05-30 15:30:56,2023-05-30 17:05:56
2049,364,7389.92,2023-08-19 14:44:58,2023-08-19 16:02:58
2050,816,851.82,2023-01-18 11:42:24,2023-01-18 11:56:24
2051,115,1603.89,2023-10-28 01:39:57,2023-10-28 02:52:57
2052,296,5938.73,2022-06-08 22:40:24,2022-06-09 00:11:24
2053,86,46045.92,2023-09-01 07:58:09,2023-09-01 08:50:09
2054,102,6173.22,2023-01-28 10:28:26,2023-01-28 11:56:26
2055,15,3678.31,2023-09-06 18:40:55,2023-09-06 19:28:55
2056,217,1010.83,2022-10-04 06:53:33,2022-10-04 08:04:33
2057,566,2046.76,2022-02-05 15:48:54,2022-02-05 17:39:54
2058,480,123.22,2023-09-09 06:20:51,2023-09-09 08:01:51
2059,928,10517.39,2022-05-25 16:28:29,2022-05-25 18:10:29
2060,408,901.2,2023-09-22 14:55:06,2023-09-22 15:54:06
2061,467,4305.51,2023-09-04 11:05:23,2023-09-04 11:59:23
2062,499,4012.39,2022-01-29 09:10:00,2022-01-29 10:36:00
2063,260,8707.04,2023-08-12 15:08:20,2023-08-12 15:27:20
2064,283,12089.77,2022-03-09 22:29:17,2022-03-09 23:25:17
2065,416,7784.78,2023-05-26 15:23:21,2023-05-26 15:30:21
2066,92,1729.12,2023-10-24 01:54:17,2023-10-24 03:15:17
2067,536,20957.63,2022-12-15 18:30:55,2022-12-15 18:53:55
2068,450,790.09,2023-06-11 09:12:40,2023-06-11 10:41:40
2069,617,4393.51,2022-08-23 14:18:43,2022-08-23 15:31:43
2070,770,12502.66,2023-12-12 14:52:53,2023-12-12 16:13:53
2071,860,6464.76,2022-06-21 02:37:56,2022-06-21 03:46:56
2072,624,2143.0,2022-01-08 11:35:22,2022-01-08 12:15:22
2073,936,6465.24,2023-11-29 11:32:41,2023-11-29 11:43:41
2074,337,260.04,2022-12-08 04:56:36,2022-12-08 06:15:36
2075,129,1036.92,2022-04-15 02:59:55,2022-04-15 03:56:55
2076,940,389.74,2022-03-20 03:15:04,2022-03-20 04:14:04
2077,242,19918.13,2023-01-06 22:01:13,2023-01-06 23:07:13
2078,734,4918.75,2023-08-11 12:52:16,2023-08-11 14:00:16
2079,169,13767.69,2023-10-28 11:45:36,2023-10-28 12:33:36
2080,1000,13023.26,2022-08-12 10:42:48,2022-08-12 11:10:48
2081,414,38795.17,2022-06-17 09:21:56,2022-06-17 10:35:56
2082,319,28821.23,2023-01-05 21:49:21,2023-01-05 23:42:21
2083,789,2298.79,2023-11-29 09:56:40,2023-11-29 10:08:40
2084,549,29958.6,2022-09-29 00:46:33,2022-09-29 01:30:33
2085,202,6878.82,2022-03-31 17:15:19,2022-03-31 19:07:19
2086,803,1438.22,2022-02-03 13:21:23,2022-02-03 13:55:23
2087,424,6026.55,2023-06-10 01:19:49,2023-06-10 02:39:49
2088,17,1708.12,2023-09-20 13:05:13,2023-09-20 13:18:13
2089,175,8772.77,2022-11-05 19:56:12,2022-11-05 20:09:12
2090,903,393.48,2023-12-15 04:29:20,2023-12-15 06:00:20
2091,152,46692.74,2022-04-18 17:55:45,2022-04-18 19:40:45
2092,68,514.11,2022-07-04 11:20:43,2022-07-04 11:39:43
2093,4,6478.96,2023-06-05 15:10:11,2023-06-05 17:00:11
2094,777,101.95,2022-12-20 07:00:40,2022-12-20 07:49:40
2095,986,345.2,2023-07-14 17:41:02,2023-07-14 18:45:02
2096,374,55873.14,2022-06-01 19:02:08,2022-06-01 20:46:08
2097,763,34570.59,2023-05-09 11:41:42,2023-05-09 13:20:42
2098,941,81.5,2022-01-10 04:31:07,2022-01-10 05:27:07
2099,988,6572.3,2022-06-15 02:11:08,2022-06-15 02:48:08
2100,410,1519.69,2022-02-08 14:38:19,2022-02-08 15:41:19
2101,865,5545.37,2023-02-27 15:24:48,2023-02-27 17:00:48
2102,879,956.08,2022-02-15 10:20:27,2022-02-15 11:43:27
2103,511,22495.39,2023-01-01 05:11:58,2023-01-01 05:17:58
2104,758,5287.25,2022-07-29 15:26:18,2022-07-29 16:02:18
2105,210,36323.27,2022-08-02 17:56:20,2022-08-02 19:43:20
2106,964,26592.53,2022-06-25 19:31:11,2022-06-25 19:49:11
2107,303,27412.46,2023-09-15 19:12:41,2023-09-15 20:41:41
2108,561,1503.54,2023-01-16 08:09:34,2023-01-16 09:38:34
2109,38,5764.23,2023-02-11 10:38:27,2023-02-11 12:08:27
2110,425,607.98,2022-05-21 19:07:28,2022-05-21 20:08:28
2111,314,3140.1,2022-03-17 17:27:37,2022-03-17 19:22:37
2112,852,1636.38,2023-11-19 18:37:10,2023-11-19 18:45:10
2113,571,933.0,2023-08-18 13:43:17,2023-08-18 14:36:17
2114,687,2291.35,2022-10-08 01:27:34,2022-10-08 02:56:34
2115,960,1746.87,2023-09-03 11:31:47,2023-09-03 13:18:47
2116,622,39866.56,2022-05-26 17:36:16,2022-05-26 18:23:16
2117,874,8874.95,2023-10-20 13:30:18,2023-10-20 13:52:18
2118,946,7879.3,2022-04-28 09:41:09,2022-04-28 10:45:09
2119,248,856.31,2022-07-31 03:13:12,2022-07-31 04:43:12
2120,945,881.28,2022-10-13 00:43:33,2022-10-13 01:55:33
2121,538,6298.16,2023-02-26 13:20:32,2023-02-26 14:34:32
2122,531,513.2,2022-04-25 07:11:47,2022-04-25 07:55:47
2123,61,15660.81,2022-12-09 03:23:33,2022-12-09 03:54:33
2124,651,17777.52,2022-11-30 08:37:21,2022-11-30 09:28:21
2125,191,7709.42,2022-09-25 20:28:12,2022-09-25 20:38:12
2126,748,479.99,2023-05-07 06:51:18,2023-05-07 08:43:18
2127,559,30057.4,2022-07-16 17:43:27,2022-07-16 18:44:27
2128,875,5984.43,2023-02-18 03:59:11,2023-02-18 04:15:11
2129,702,1427.92,2023-12-26 13:16:35,2023-12-26 13:45:35
2130,474,162.67,2022-05-03 20:50:44,2022-05-03 21:02:44
2131,650,1826.03,2023-08-22 14:12:24,2023-08-22 15:57:24
2132,282,16147.38,2022-11-24 08:28:57,2022-11-24 09:30:57
2133,160,2358.85,2022-08-10 04:31:29,2022-08-10 06:04:29
2134,122,39353.29,2022-08-24 21:55:46,2022-08-24 23:33:46
2135,533,12766.98,2023-02-08 02:35:15,2023-02-08 03:44:15
2136,753,1000.78,2022-03-06 07:02:58,2022-03-06 08:25:58
2137,659,549.85,2022-01-14 15:31:21,2022-01-14 15:43:21
2138,469,23111.88,2023-11-14 21:28:31,2023-11-14 22:20:31
2139,365,8416.57,2023-10-13 08:31:53,2023-10-13 10:04:53
2140,782,41056.07,2023-09-27 04:06:47,2023-09-27 05:25:47
2141,830,465.45,2023-08-01 17:27:43,2023-08-01 18:13:43
2142,853,3532.05,2023-03-14 09:59:18,2023-03-14 11:37:18
2143,808,22245.53,2023-12-12 21:31:15,2023-12-12 22:41:15
2144,132,1539.79,2023-04-13 13:12:10,2023-04-13 14:45:10
2145,536,21563.0,2022-02-19 02:01:56,2022-02-19 02:29:56
2146,396,761.56,2023-04-29 23:50:45,2023-04-30 01:03:45
2147,687,517.39,2022-01-01 17:32:20,2022-01-01 18:43:20
2148,824,420.3,2023-09-15 13:51:30,2023-09-15 14:16:30
2149,4,31743.15,2023-11-08 17:35:22,2023-11-08 18:25:22
2150,678,12567.62,2022-08-26 14:27:15,2022-08-26 15:00:15
2151,565,2548.9,2022-02-25 18:02:58,2022-02-25 19:52:58
2152,337,7054.25,2023-06-19 10:56:48,2023-06-19 11:36:48
2153,739,13515.92,2023-12-30 18:54:17,2023-12-30 20:17:17
2154,75,557.43,2022-11-01 02:02:27,2022-11-01 03:50:27
2155,678,448.04,2023-06-30 21:35:58,2023-06-30 22:35:58
2156,897,3300.65,2023-06-17 07:02:45,2023-06-17 07:50:45
2157,825,1481.7,2023-02-08 00:33:08,2023-02-08 01:50:08
2158,723,1387.06,2022-12-17 05:20:33,2022-12-17 05:42:33
2159,328,2143.09,2023-03-14 20:38:13,2023-03-14 22:12:13
2160,549,2852.73,2022-12-01 21:25:37,2022-12-01 23:04:37
2161,544,5686.16,2023-07-23 04:34:13,2023-07-23 05:56:13
2162,817,1244.47,2023-06-21 04:54:22,2023-06-21 05:18:22
2163,299,3303.57,2022-10-07 21:54:03,2022-10-07 22:11:03
2164,673,10489.23,2022-09-25 14:45:14,2022-09-25 15:18:14
2165,643,1146.6,2023-06-10 04:53:28,2023-06-10 05:32:28
2166,169,10612.13,2022-11-26 03:33:38,2022-11-26 04:51:38
2167,510,12035.9,2022-10-31 15:38:51,2022-10-31 15:46:51
2168,165,310.05,2022-01-20 15:31:13,2022-01-20 17:05:13
2169,471,3070.54,2023-07-28 21:51:14,2023-07-28 23:33:14
2170,709,7580.37,2023-05-17 13:55:11,2023-05-17 14:05:11
2171,786,7477.44,2022-04-11 10:02:47,2022-04-11 11:01:47
2172,568,67524.41,2023-09-19 04:22:38,2023-09-19 06:21:38
2173,969,588.48,2023-06-01 10:07:13,2023-06-01 12:07:13
2174,349,20601.19,2023-11-16 14:59:10,2023-11-16 16:04:10
2175,122,3288.4,2022-04-03 14:07:08,2022-04-03 14:32:08
2176,832,12770.96,2022-05-15 15:17:19,2022-05-15 15:29:19
2177,444,2404.9,2022-03-29 19:30:39,2022-03-29 20:58:39
2178,998,15190.37,2023-06-07 23:46:12,2023-06-07 23:52:12
2179,862,308.87,2022-11-13 04:44:41,2022-11-13 05:52:41
2180,966,32335.35,2022-11-26 02:19:39,2022-11-26 03:57:39
2181,451,981.68,2023-06-18 10:33:07,2023-06-18 11:12:07
2182,274,13076.93,2022-09-30 16:52:59,2022-09-30 17:42:59
2183,657,11112.47,2023-12-26 02:17:55,2023-12-26 02:54:55
2184,556,254.3,2022-11-09 06:09:04,2022-11-09 06:17:04
2185,421,13592.31,2023-04-07 10:01:16,2023-04-07 11:50:16
2186,688,4620.33,2023-08-07 09:27:20,2023-08-07 09:41:20
2187,231,358.72,2023-01-05 07:36:10,2023-01-05 08:12:10
2188,540,17118.05,2022-10-03 16:55:24,2022-10-03 18:22:24
2189,50,7730.8,2023-10-30 14:58:42,2023-10-30 15:12:42
2190,724,5578.37,2023-09-18 15:44:29,2023-09-18 17:39:29
2191,16,348.82,2023-09-25 07:47:06,2023-09-25 09:35:06
2192,180,5728.64,2022-07-24 08:19:16,2022-07-24 09:40:16
2193,820,16479.71,2022-04-13 07:22:47,2022-04-13 08:28:47
2194,349,32954.54,2023-03-13 18:25:05,2023-03-13 20:06:05
2195,416,6068.66,2023-10-21 05:22:17,2023-10-21 06:40:17
2196,438,10902.63,2023-01-12 09:12:35,2023-01-12 10:56:35
2197,471,2705.84,2022-09-05 01:55:13,2022-09-05 03:29:13
2198,463,9889.4,2023-11-28 23:06:03,2023-11-29 00:51:03
2199,386,3469.81,2022-06-21 14:15:50,2022-06-21 16:04:50
2200,216,683.69,2022-09-14 01:01:12,2022-09-14 01:45:12
2201,259,11060.53,2022-12-29 16:09:36,2022-12-29 17:13:36
2202,689,4202.44,2022-07-26 19:20:58,2022-07-26 20:19:58
2203,758,97.87,2022-09-11 08:41:41,2022-09-11 09:45:41
2204,201,6043.82,2022-09-17 22:59:00,2022-09-18 00:35:00
2205,992,1726.85,2022-10-22 00:58:13,2022-10-22 02:51:13
2206,330,9317.3,2022-05-14 14:27:04,2022-05-14 14:54:04
2207,74,991.15,2022-11-18 11:27:30,2022-11-18 11:44:30
2208,438,11759.44,2023-10-26 15:05:25,2023-10-26 15:21:25
2209,814,10387.59,2022-04-06 18:26:29,2022-04-06 19:28:29
2210,620,5878.77,2022-12-21 20:31:30,2022-12-21 21:51:30
2211,881,6575.64,2023-02-26 00:04:56,2023-02-26 00:39:56
2212,519,52946.02,2022-04-17 09:26:32,2022-04-17 10:49:32
2213,454,1416.04,2022-10-28 07:19:47,2022-10-28 08:43:47
2214,591,8238.02,2023-01-02 14:07:43,2023-01-02 15:45:43
2215,881,705.37,2022-12-20 20:20:00,2022-12-20 20:52:00
2216,721,749.74,2022-04-14 17:17:07,2022-04-14 18:22:07
2217,14,27119.75,2023-11-26 09:59:16,2023-11-26 11:19:16
2218,409,36900.89,2022-10-05 11:36:21,2022-10-05 13:35:21
2219,41,6589.1,2022-10-05 01:38:11,2022-10-05 01:51:11
2220,492,1384.28,2022-05-29 15:40:39,2022-05-29 16:34:39
2221,899,42156.64,2022-10-12 22:37:07,2022-10-12 23:41:07
2222,723,4375.77,2023-04-22 17:16:46,2023-04-22 18:50:46
2223,619,132.37,2022-04-02 09:27:50,2022-04-02 09:35:50
2224,958,1390.65,2022-08-06 04:52:06,2022-08-06 05:27:06
2225,432,3680.93,2022-07-12 07:32:54,2022-07-12 08:25:54
2226,474,9786.11,2022-08-15 01:26:51,2022-08-15 02:13:51
2227,610,3507.62,2022-08-13 16:08:07,2022-08-13 16:28:07
2228,827,3701.98,2023-10-03 21:48:48,2023-10-03 22:05:48
2229,193,5628.69,2023-06-28 02:42:41,2023-06-28 03:36:41
2230,953,5669.56,2023-01-12 21:10:25,2023-01-12 23:08:25
2231,818,4333.66,2023-08-07 08:16:04,2023-08-07 09:03:04
2232,158,10659.49,2022-08-03 18:01:45,2022-08-03 18:39:45
2233,990,4453.68,2023-09-15 22:41:46,2023-09-16 00:22:46
2234,402,3257.16,2023-12-08 04:40:34,2023-12-08 05:51:34
2235,371,12317.6,2022-01-27 14:25:47,2022-01-27 14:52:47
2236,649,982.39,2022-05-02 06:05:11,2022-05-02 07:08:11
2237,313,6794.0,2023-05-18 15:37:19,2023-05-18 16:30:19
2238,940,35939.66,2023-07-17 19:22:30,2023-07-17 20:19:30
2239,226,3136.72,2022-10-30 10:47:06,2022-10-30 11:19:06
2240,447,5690.46,2023-01-08 17:01:32,2023-01-08 18:39:32
2241,406,57236.54,2022-03-03 15:10:18,2022-03-03 15:17:18
2242,924,63377.97,2023-02-18 20:18:43,2023-02-18 21:32:43
2243,159,37940.73,2022-10-30 20:51:33,2022-10-30 22:33:33
2244,820,1186.51,2023-08-05 02:42:48,2023-08-05 03:48:48
2245,437,856.05,2022-10-23 12:15:12,2022-10-23 13:14:12
2246,282,1190.9,2023-07-18 23:34:54,2023-07-19 00:24:54
2247,270,9549.96,2023-07-06 07:27:39,2023-07-06 08:11:39
2248,16,31797.32,2023-12-02 23:08:22,2023-12-02 23:42:22
2249,628,18705.97,2023-01-13 18:17:42,2023-01-13 19:08:42
2250,553,18374.32,2022-01-23 13:04:51,2022-01-23 13:18:51
2251,930,6842.74,2023-04-16 13:56:27,2023-04-16 14:58:27
2252,734,4219.52,2023-03-15 17:34:00,2023-03-15 18:56:00
2253,853,16186.64,2022-12-15 19:08:30,2022-12-15 20:53:30
2254,50,10374.65,2023-10-18 10:18:35,2023-10-18 11:50:35
2255,956,5432.28,2023-05-23 18:20:10,2023-05-23 19:35:10
2256,679,7843.5,2023-09-09 03:33:05,2023-09-09 05:05:05
2257,403,12858.0,2022-11-11 07:49:41,2022-11-11 09:10:41
2258,446,497.6,2023-06-09 21:15:13,2023-06-09 22:53:13
2259,993,667.16,2022-10-02 18:42:08,2022-10-02 20:41:08
2260,453,3324.86,2023-07-31 23:20:52,2023-08-01 00:28:52
2261,221,12692.64,2023-01-10 22:51:11,2023-01-11 00:09:11
2262,544,25162.9,2022-11-03 00:17:27,2022-11-03 02:11:27
2263,845,5599.58,2023-07-18 14:19:57,2023-07-18 16:17:57
2264,431,17148.35,2023-12-24 12:07:28,2023-12-24 12:37:28
2265,889,44327.27,2022-07-02 22:33:24,2022-07-02 23:26:24
2266,567,1225.78,2023-09-11 00:48:42,2023-09-11 01:48:42
2267,892,2436.74,2022-04-14 09:36:03,2022-04-14 10:23:03
2268,103,450.0,2022-09-05 14:34:07,2022-09-05 15:35:07
2269,477,11901.56,2022-02-08 04:44:33,2022-02-08 05:39:33
2270,258,2868.26,2022-04-21 03:53:51,2022-04-21 05:39:51
2271,641,658.82,2023-11-27 00:38:33,2023-11-27 01:28:33
2272,518,441.66,2022-04-20 10:45:19,2022-04-20 11:50:19
2273,233,38890.89,2023-07-17 20:02:13,2023-07-17 21:30:13
2274,808,748.99,2023-05-04 00:07:20,2023-05-04 01:25:20
2275,484,741.52,2023-07-23 10:42:38,2023-07-23 11:10:38
2276,722,4273.45,2022-12-18 02:15:16,2022-12-18 04:12:16
2277,549,11488.28,2023-03-25 18:44:59,2023-03-25 20:18:59
2278,294,4345.74,2023-01-24 21:47:37,2023-01-24 23:26:37
2279,842,946.8,2023-02-07 00:22:08,2023-02-07 01:00:08
2280,79,4915.73,2022-08-11 22:24:09,2022-08-12 00:17:09
2281,395,5284.59,2023-01-07 22:35:06,2023-01-07 23:59:06
2282,686,5815.36,2022-11-22 00:16:49,2022-11-22 01:50:49
2283,816,37933.52,2022-09-22 04:16:32,2022-09-22 06:04:32
2284,31,646.53,2023-06-20 16:06:12,2023-06-20 16:43:12
2285,902,8794.27,2023-05-21 14:41:19,2023-05-21 15:46:19
2286,865,10986.05,2022-11-08 02:34:31,2022-11-08 02:56:31
2287,227,189.08,2023-03-25 01:22:49,2023-03-25 02:32:49
2288,894,8265.8,2023-07-07 16:15:55,2023-07-07 18:08:55
2289,583,1052.88,2022-11-02 21:14:53,2022-11-02 22:58:53
2290,643,2349.17,2023-04-06 19:36:12,2023-04-06 20:19:12
2291,703,24606.04,2022-11-30 00:45:57,2022-11-30 02:00:57
2292,590,33754.25,2023-09-17 02:30:26,2023-09-17 02:40:26
2293,130,4234.74,2022-11-30 23:59:15,2022-12-01 00:09:15
2294,562,46445.71,2023-03-08 14:50:41,2023-03-08 16:46:41
2295,526,15737.93,2023-05-06 13:11:10,2023-05-06 13:50:10
2296,330,27901.73,2023-07-31 00:09:09,2023-07-31 00:22:09
2297,552,7744.42,2023-10-08 20:52:34,2023-10-08 22:50:34
2298,10,3526.4,2023-02-18 10:32:53,2023-02-18 11:08:53
2299,883,3114.49,2023-12-21 16:06:59,2023-12-21 17:30:59
2300,510,2887.39,2022-07-25 05:08:09,2022-07-25 06:45:09
2301,178,39327.83,2022-10-14 09:47:12,2022-10-14 10:51:12
2302,651,13806.66,2022-08-17 16:03:03,2022-08-17 16:33:03
2303,7,6452.41,2023-03-31 18:22:21,2023-03-31 20:02:21
2304,315,7032.1,2022-02-27 08:05:48,2022-02-27 10:02:48
2305,254,5601.74,2023-04-23 13:28:15,2023-04-23 14:07:15
2306,579,6422.21,2023-03-11 22:15:12,2023-03-11 22:56:12
2307,728,280.46,2022-06-30 23:23:20,2022-06-30 23:36:20
2308,64,2331.65,2023-03-20 14:04:09,2023-03-20 15:03:09
2309,433,18134.38,2023-04-06 16:20:49,2023-04-06 17:30:49
2310,531,39959.94,2023-08-23 21:09:11,2023-08-23 21:51:11
2311,84,582.75,2023-02-11 09:50:07,2023-02-11 11:39:07
2312,60,1519.16,2022-03-12 00:06:25,2022-03-12 01:12:25
2313,955,6385.01,2023-10-27 09:54:46,2023-10-27 10:24:46
2314,884,6058.74,2023-04-13 23:31:00,2023-04-14 00:35:00
2315,883,4570.75,2023-11-22 21:43:25,2023-11-22 23:36:25
2316,68,1706.72,2022-04-30 18:02:40,2022-04-30 18:39:40
2317,90,2923.12,2023-06-27 06:18:19,2023-06-27 07:34:19
2318,208,4389.08,2022-07-28 18:06:08,2022-07-28 19:02:08
2319,120,7125.55,2022-02-21 19:21:45,2022-02-21 20:32:45
2320,694,22204.34,2023-07-12 07:01:21,2023-07-12 08:14:21
2321,125,3553.65,2023-10-10 01:03:58,2023-10-10 02:29:58
2322,375,4606.14,2023-08-28 07:27:26,2023-08-28 08:27:26
2323,76,4470.4,2023-03-04 12:33:21,2023-03-04 13:47:21
2324,567,9183.17,2023-07-26 18:20:42,2023-07-26 19:27:42
2325,852,1533.19,2023-09-12 14:56:13,2023-09-12 15:55:13
2326,390,544.28,2023-03-31 08:27:32,2023-03-31 08:57:32
2327,620,33922.62,2023-06-30 12:27:23,2023-06-30 12:57:23
2328,967,47294.06,2023-10-24 02:31:31,2023-10-24 04:05:31
2329,376,4262.62,2023-03-28 10:56:11,2023-03-28 12:06:11
2330,470,2526.2,2023-12-04 04:00:02,2023-12-04 05:44:02
2331,828,23656.98,2022-03-09 03:37:59,2022-03-09 03:52:59
2332,104,11347.84,2023-08-11 11:16:11,2023-08-11 12:00:11
2333,466,8058.38,2022-04-02 20:49:37,2022-04-02 22:16:37
2334,603,840.27,2023-07-19 07:02:51,2023-07-19 08:19:51
2335,910,7545.59,2022-11-10 15:10:37,2022-11-10 16:24:37
2336,185,2365.46,2023-11-17 03:52:50,2023-11-17 05:05:50
2337,489,744.59,2022-02-27 19:03:31,2022-02-27 19:23:31
2338,580,19164.03,2023-11-19 08:10:30,2023-11-19 09:10:30
2339,638,6259.36,2022-11-19 17:47:40,2022-11-19 18:02:40
2340,75,2336.62,2023-08-06 14:38:58,2023-08-06 14:44:58
2341,510,5109.69,2023-03-03 08:07:19,2023-03-03 08:51:19
2342,772,73739.09,2023-05-22 11:44:37,2023-05-22 12:22:37
2343,370,4978.88,2023-07-13 22:59:02,2023-07-14 00:57:02
2344,430,1700.79,2022-05-26 13:16:26,2022-05-26 13:23:26
2345,705,1543.68,2023-05-15 13:36:16,2023-05-15 13:56:16
2346,181,18501.45,2023-08-13 13:10:27,2023-08-13 14:17:27
2347,321,2291.22,2023-11-21 09:06:47,2023-11-21 10:11:47
2348,915,27601.56,2022-03-31 22:22:53,2022-03-31 23:58:53
2349,480,3864.92,2023-02-09 09:03:26,2023-02-09 10:30:26
2350,211,51921.83,2023-12-15 18:35:47,2023-12-15 19:17:47
2351,952,4463.72,2022-12-20 07:41:35,2022-12-20 08:11:35
2352,372,4305.91,2023-02-15 10:59:08,2023-02-15 11:38:08
2353,552,712.28,2023-07-23 10:14:50,2023-07-23 10:38:50
2354,665,40599.2,2022-07-11 07:42:27,2022-07-11 09:10:27
2355,569,1777.06,2023-07-09 07:08:15,2023-07-09 08:59:15
2356,120,10147.16,2023-12-02 13:15:41,2023-12-02 14:11:41
2357,32,7860.77,2022-11-21 21:18:47,2022-11-21 21:46:47
2358,804,9771.11,2023-12-19 02:23:19,2023-12-19 03:11:19
2359,121,487.56,2022-07-23 16:43:19,2022-07-23 16:53:19
2360,359,37924.71,2022-01-22 15:06:33,2022-01-22 16:12:33
2361,992,7077.32,2022-07-30 12:10:57,2022-07-30 12:31:57
2362,363,19259.53,2023-10-16 12:46:09,2023-10-16 14:13:09
2363,363,2445.8,2023-02-08 04:44:42,2023-02-08 05:51:42
2364,481,10920.53,2022-02-03 23:23:29,2022-02-04 00:22:29
2365,553,4174.01,2023-05-12 20:45:51,2023-05-12 22:32:51
2366,509,7681.33,2022-12-16 02:45:13,2022-12-16 03:26:13
2367,485,14225.19,2023-04-15 12:04:51,2023-04-15 12:35:51
