payment_id,order_id,amount,tax,provider,status,created_at,modified_at
926,926,42875.77,7717.64,VISA,Failed,2022-10-06 08:41:01,2022-10-07 08:28:01
927,927,45322.01,8157.96,VISA,Failed,2022-04-02 14:03:09,2022-04-02 16:04:09
928,928,2391.93,430.55,MASTERCARD,Success,2023-01-17 10:37:11,2023-01-17 18:49:11
929,929,36966.31,6653.94,TROY,Failed,2022-10-28 18:53:24,2022-10-29 04:15:24
930,930,24811.66,4466.1,MASTERCARD,Success,2023-07-01 02:17:37,2023-07-01 16:07:37
931,931,9393.73,1690.87,VISA,Failed,2023-10-03 21:07:54,2023-10-04 00:55:54
932,932,37913.85,6824.49,TROY,Pending,2022-04-23 12:02:50,2022-04-24 01:25:50
933,933,13561.24,2441.02,MASTERCARD,Pending,2022-09-21 20:55:34,2022-09-22 17:24:34
934,934,16863.75,3035.47,TROY,Pending,2022-08-23 09:45:09,2022-08-23 20:11:09
935,935,22896.86,4121.43,MASTERCARD,Pending,2023-11-22 09:37:08,2023-11-23 01:07:08
936,936,6858.97,1234.61,TROY,Success,2022-07-14 11:45:55,2022-07-14 23:44:55
937,937,24769.36,4458.48,VISA,Failed,2022-08-29 14:26:32,2022-08-29 21:26:32
938,938,9739.0,1753.02,MASTERCARD,Failed,2023-07-24 07:13:40,2023-07-24 17:22:40
939,939,30335.57,5460.4,MASTERCARD,Failed,2023-12-24 12:10:33,2023-12-24 23:49:33
940,940,30286.65,5451.6,MASTERCARD,Failed,2023-05-05 17:36:21,2023-05-06 09:01:21
941,941,41101.03,7398.19,TROY,Pending,2023-02-25 07:32:24,2023-02-26 03:46:24
942,942,476.55,85.78,VISA,Pending,2023-04-04 06:16:34,2023-04-05 05:36:34
943,943,11926.6,2146.79,VISA,Pending,2022-02-02 16:51:47,2022-02-03 04:12:47
944,944,40076.59,7213.79,MASTERCARD,Pending,2023-04-20 02:29:07,2023-04-20 05:10:07
945,945,28151.37,5067.25,MASTERCARD,Pending,2023-03-23 20:43:36,2023-03-24 13:41:36
946,946,34977.24,6295.9,MASTERCARD,Success,2023-09-30 15:48:35,2023-10-01 13:35:35
947,947,35655.41,6417.97,VISA,Failed,2023-10-20 19:23:45,2023-10-21 08:53:45
948,948,23976.34,4315.74,TROY,Success,2023-03-15 06:45:39,2023-03-15 18:03:39
949,949,14279.77,2570.36,TROY,Success,2022-06-20 05:35:04,2022-06-20 17:35:04
950,950,386.94,69.65,MASTERCARD,Failed,2022-07-10 02:08:47,2022-07-10 03:25:47
951,951,33118.22,5961.28,MASTERCARD,Pending,2022-07-01 06:50:59,2022-07-01 10:57:59
952,952,2345.83,422.25,VISA,Failed,2023-05-14 12:30:41,2023-05-14 15:17:41
953,953,28531.44,5135.66,VISA,Pending,2022-02-28 17:00:54,2022-03-01 11:46:54
954,954,31229.33,5621.28,MASTERCARD,Failed,2022-06-27 17:31:46,2022-06-28 13:06:46
955,955,25920.33,4665.66,MASTERCARD,Success,2023-02-17 21:07:31,2023-02-18 09:14:31
956,956,9622.86,1732.11,VISA,Pending,2022-08-18 16:06:44,2022-08-19 02:24:44
957,957,4911.2,884.02,TROY,Failed,2022-07-20 05:31:00,2022-07-20 12:58:00
958,958,9014.96,1622.69,VISA,Failed,2023-08-24 03:23:36,2023-08-24 10:44:36
959,959,5764.96,1037.69,TROY,Success,2022-10-09 09:48:39,2022-10-09 17:36:39
960,960,48394.67,8711.04,TROY,Failed,2022-09-22 10:10:05,2022-09-22 16:42:05
961,961,8348.35,1502.7,VISA,Failed,2022-06-26 14:46:03,2022-06-27 03:48:03
962,962,7650.61,1377.11,TROY,Pending,2022-01-21 16:32:41,2022-01-22 02:18:41
963,963,17575.88,3163.66,TROY,Success,2022-11-21 23:48:14,2022-11-22 03:17:14
964,964,1040.96,187.37,TROY,Failed,2023-10-18 04:55:26,2023-10-19 01:03:26
965,965,42231.31,7601.64,TROY,Pending,2022-11-29 01:06:58,2022-11-29 15:36:58
966,966,6669.89,1200.58,VISA,Failed,2022-01-19 10:08:36,2022-01-20 04:21:36
967,967,32614.77,5870.66,MASTERCARD,Failed,2023-08-30 11:32:12,2023-08-31 07:55:12
968,968,4419.25,795.46,MASTERCARD,Success,2022-08-22 23:28:11,2022-08-23 20:19:11
969,969,36872.27,6637.01,TROY,Pending,2023-10-09 16:33:52,2023-10-10 09:55:52
970,970,8891.1,1600.4,TROY,Failed,2023-05-12 06:41:05,2023-05-12 15:21:05
971,971,12346.31,2222.34,MASTERCARD,Pending,2023-09-16 17:30:45,2023-09-17 10:43:45
972,972,48740.73,8773.33,VISA,Failed,2023-12-26 16:46:18,2023-12-27 07:01:18
973,973,32285.64,5811.42,VISA,Failed,2022-05-02 05:43:30,2022-05-02 12:33:30
974,974,28317.64,5097.18,VISA,Failed,2022-06-01 16:04:12,2022-06-02 00:04:12
975,975,36778.38,6620.11,TROY,Failed,2022-06-29 21:35:03,2022-06-30 06:05:03
976,976,14573.08,2623.15,VISA,Pending,2022-07-19 21:11:26,2022-07-20 16:28:26
977,977,2679.23,482.26,MASTERCARD,Pending,2022-05-11 01:12:42,2022-05-11 19:26:42
978,978,20252.48,3645.45,TROY,Success,2022-06-14 23:03:33,2022-06-14 23:04:33
979,979,49402.59,8892.47,TROY,Failed,2023-10-29 16:05:34,2023-10-30 11:47:34
980,980,33967.95,6114.23,TROY,Pending,2023-06-18 12:45:11,2023-06-19 07:29:11
981,981,33252.14,5985.39,VISA,Pending,2023-07-21 10:51:43,2023-07-22 10:32:43
982,982,41226.32,7420.74,TROY,Pending,2022-11-15 17:13:07,2022-11-15 21:58:07
983,983,44733.25,8051.98,VISA,Failed,2023-01-22 16:26:22,2023-01-23 03:21:22
984,984,7857.49,1414.35,VISA,Pending,2022-12-19 02:23:41,2022-12-19 17:18:41
985,985,577.19,103.89,VISA,Success,2023-05-15 06:16:45,2023-05-15 08:07:45
986,986,22125.34,3982.56,VISA,Pending,2022-11-02 16:10:52,2022-11-03 07:59:52
987,987,29987.88,5397.82,TROY,Pending,2023-04-13 15:23:33,2023-04-14 12:58:33
988,988,34754.31,6255.78,VISA,Failed,2023-09-22 22:29:53,2023-09-23 15:45:53
989,989,26184.48,4713.21,VISA,Pending,2022-02-26 06:37:16,2022-02-27 06:37:16
990,990,28272.87,5089.12,VISA,Success,2023-10-18 21:10:42,2023-10-19 16:24:42
991,991,46940.84,8449.35,VISA,Success,2022-02-06 06:57:39,2022-02-06 07:38:39
992,992,16517.86,2973.21,VISA,Success,2022-12-01 06:11:17,2022-12-01 19:02:17
993,993,12187.94,2193.83,VISA,Failed,2022-02-03 01:28:45,2022-02-03 11:21:45
994,994,21367.06,3846.07,MASTERCARD,Pending,2022-09-23 10:42:40,2022-09-24 04:37:40
995,995,38299.5,6893.91,MASTERCARD,Pending,2023-12-16 19:31:01,2023-12-17 11:09:01
996,996,38082.36,6854.82,TROY,Pending,2023-05-20 20:08:32,2023-05-21 18:05:32
997,997,45228.66,8141.16,MASTERCARD,Pending,2022-04-20 03:55:16,2022-04-21 01:12:16
998,998,32972.93,5935.13,MASTERCARD,Pending,2022-03-22 18:47:33,2022-03-23 05:10:33
999,999,5885.94,1059.47,MASTERCARD,Pending,2022-06-06 13:30:15,2022-06-06 23:31:15
1000,1000,32269.36,5808.48,TROY,Success,2023-09-19 04:31:40,2023-09-20 00:14:40
1001,1001,8298.23,1493.68,TROY,Success,2023-03-09 15:36:30,2023-03-10 02:58:30
1002,1002,17812.65,3206.28,VISA,Pending,2022-06-06 18:40:52,2022-06-06 22:46:52
1003,1003,2489.11,448.04,TROY,Success,2022-05-07 04:08:25,2022-05-07 12:11:25
1004,1004,23477.26,4225.91,TROY,Success,2022-02-05 11:45:50,2022-02-06 06:05:50
1005,1005,28012.76,5042.3,VISA,Pending,2022-01-07 14:05:04,2022-01-08 05:30:04
1006,1006,24858.41,4474.51,VISA,Success,2023-07-20 23:17:17,2023-07-21 03:00:17
1007,1007,29495.33,5309.16,VISA,Failed,2023-03-31 23:51:10,2023-04-01 14:04:10
1008,1008,41003.03,7380.55,VISA,Failed,2023-04-25 14:06:03,2023-04-25 16:44:03
1009,1009,2440.76,439.34,MASTERCARD,Failed,2022-11-22 06:01:56,2022-11-22 16:07:56
1010,1010,41428.77,7457.18,VISA,Success,2023-08-31 22:19:32,2023-09-01 12:36:32
1011,1011,17751.01,3195.18,TROY,Pending,2022-10-06 01:57:53,2022-10-06 10:05:53
1012,1012,10810.14,1945.83,TROY,Failed,2022-02-01 18:41:09,2022-02-01 19:19:09
1013,1013,4578.97,824.21,TROY,Failed,2022-12-27 04:35:51,2022-12-27 15:13:51
1014,1014,45633.81,8214.09,TROY,Failed,2022-01-28 07:29:09,2022-01-28 09:30:09
1015,1015,22434.05,4038.13,VISA,Pending,2023-06-27 15:39:11,2023-06-28 06:39:11
1016,1016,48257.28,8686.31,MASTERCARD,Failed,2023-06-29 22:36:01,2023-06-30 04:20:01
1017,1017,48700.77,8766.14,TROY,Pending,2022-08-20 23:14:18,2022-08-21 04:32:18
1018,1018,33928.32,6107.1,VISA,Success,2022-01-13 11:43:57,2022-01-14 04:29:57
1019,1019,17360.2,3124.84,MASTERCARD,Success,2023-08-03 06:59:33,2023-08-03 16:20:33
1020,1020,7160.19,1288.83,MASTERCARD,Failed,2022-11-16 00:56:58,2022-11-16 02:58:58
1021,1021,12562.73,2261.29,VISA,Success,2022-07-18 09:04:24,2022-07-19 06:11:24
1022,1022,38877.43,6997.94,VISA,Failed,2023-02-22 14:28:33,2023-02-23 03:22:33
1023,1023,3746.59,674.39,VISA,Failed,2022-12-06 02:03:05,2022-12-06 05:51:05
1024,1024,41242.68,7423.68,VISA,Failed,2023-09-04 08:33:18,2023-09-05 07:14:18
1025,1025,343.4,61.81,MASTERCARD,Failed,2022-02-28 16:33:01,2022-03-01 01:51:01
1026,1026,33130.23,5963.44,VISA,Failed,2023-07-20 08:09:52,2023-07-20 21:15:52
1027,1027,267.28,48.11,TROY,Pending,2022-11-29 04:14:48,2022-11-29 05:07:48
1028,1028,21769.43,3918.5,VISA,Success,2022-05-29 10:44:35,2022-05-30 07:45:35
1029,1029,26558.24,4780.48,VISA,Pending,2022-08-17 12:58:25,2022-08-18 00:34:25
1030,1030,11988.61,2157.95,MASTERCARD,Failed,2023-02-11 18:50:10,2023-02-12 10:28:10
1031,1031,24428.14,4397.07,TROY,Failed,2022-12-02 17:02:08,2022-12-02 19:39:08
1032,1032,21756.26,3916.13,VISA,Success,2023-08-14 20:22:16,2023-08-15 03:36:16
1033,1033,36752.8,6615.5,MASTERCARD,Failed,2022-05-22 16:59:21,2022-05-22 18:43:21
1034,1034,29563.16,5321.37,VISA,Failed,2022-06-08 23:40:10,2022-06-09 01:20:10
1035,1035,27348.61,4922.75,VISA,Success,2022-08-12 07:36:35,2022-08-13 05:45:35
1036,1036,31796.13,5723.3,MASTERCARD,Failed,2022-12-12 05:12:29,2022-12-12 18:51:29
1037,1037,24798.18,4463.67,VISA,Success,2022-09-23 05:08:52,2022-09-23 10:20:52
1038,1038,47933.82,8628.09,VISA,Failed,2022-04-12 21:45:49,2022-04-13 06:29:49
1039,1039,1337.9,240.82,MASTERCARD,Failed,2022-06-28 07:31:11,2022-06-29 03:47:11
1040,1040,13298.49,2393.73,MASTERCARD,Success,2023-02-08 22:05:55,2023-02-09 03:23:55
1041,1041,6711.61,1208.09,TROY,Pending,2022-01-04 19:45:35,2022-01-04 20:40:35
1042,1042,34429.86,6197.37,MASTERCARD,Success,2023-11-03 02:37:29,2023-11-03 08:35:29
1043,1043,27852.59,5013.47,MASTERCARD,Success,2022-06-18 18:02:57,2022-06-19 09:31:57
1044,1044,17927.61,3226.97,MASTERCARD,Pending,2022-11-11 01:10:14,2022-11-11 13:49:14
1045,1045,43750.02,7875.0,MASTERCARD,Failed,2023-04-14 07:38:35,2023-04-15 02:57:35
1046,1046,17778.68,3200.16,VISA,Failed,2023-01-20 03:27:04,2023-01-20 16:08:04
1047,1047,3383.99,609.12,VISA,Failed,2023-04-25 00:45:23,2023-04-25 21:47:23
1048,1048,48370.64,8706.72,MASTERCARD,Pending,2022-01-29 21:38:50,2022-01-30 02:34:50
1049,1049,9270.45,1668.68,VISA,Success,2023-01-13 12:32:24,2023-01-14 11:41:24
1050,1050,7691.24,1384.42,MASTERCARD,Failed,2023-02-22 04:44:49,2023-02-22 10:16:49
1051,1051,8311.17,1496.01,MASTERCARD,Success,2022-11-22 15:55:08,2022-11-23 07:06:08
1052,1052,32752.25,5895.4,VISA,Pending,2023-09-02 03:38:26,2023-09-02 15:58:26
1053,1053,757.21,136.3,VISA,Pending,2023-10-03 07:44:47,2023-10-04 07:15:47
1054,1054,908.56,163.54,VISA,Pending,2022-11-24 03:56:36,2022-11-24 14:19:36
1055,1055,19868.47,3576.32,MASTERCARD,Success,2022-04-20 14:26:54,2022-04-20 16:31:54
1056,1056,3321.14,597.81,MASTERCARD,Pending,2022-07-11 05:12:04,2022-07-11 15:43:04
1057,1057,33693.83,6064.89,TROY,Failed,2023-07-28 01:11:53,2023-07-28 17:33:53
1058,1058,26879.76,4838.36,VISA,Failed,2023-08-05 16:56:31,2023-08-06 11:58:31
1059,1059,24540.14,4417.23,MASTERCARD,Success,2023-03-31 04:21:34,2023-04-01 03:25:34
1060,1060,12152.94,2187.53,TROY,Failed,2023-05-24 03:40:39,2023-05-24 06:42:39
1061,1061,16289.26,2932.07,MASTERCARD,Failed,2022-05-17 01:40:32,2022-05-17 04:03:32
1062,1062,24007.61,4321.37,VISA,Pending,2022-12-26 04:27:08,2022-12-26 11:19:08
1063,1063,16593.87,2986.9,MASTERCARD,Success,2023-02-20 09:43:54,2023-02-20 11:57:54
1064,1064,20599.6,3707.93,TROY,Failed,2023-08-23 09:53:44,2023-08-23 11:41:44
1065,1065,47949.85,8630.97,VISA,Success,2022-11-22 17:20:27,2022-11-23 09:01:27
1066,1066,20718.8,3729.38,TROY,Failed,2023-01-19 10:54:50,2023-01-19 20:18:50
1067,1067,4951.41,891.25,TROY,Failed,2022-02-14 19:25:22,2022-02-15 11:31:22
1068,1068,19885.95,3579.47,VISA,Pending,2022-11-02 08:12:55,2022-11-03 04:04:55
1069,1069,6575.14,1183.53,MASTERCARD,Success,2023-12-07 08:13:25,2023-12-07 23:06:25
1070,1070,33518.52,6033.33,MASTERCARD,Pending,2022-02-14 20:06:48,2022-02-15 07:46:48
1071,1071,37373.63,6727.25,TROY,Failed,2022-02-07 17:06:00,2022-02-08 01:54:00
1072,1072,23887.93,4299.83,VISA,Failed,2023-04-07 22:20:59,2023-04-08 01:17:59
1073,1073,20364.89,3665.68,MASTERCARD,Pending,2023-11-30 16:38:20,2023-11-30 22:19:20
1074,1074,9704.71,1746.85,VISA,Pending,2022-03-10 08:57:28,2022-03-11 03:20:28
1075,1075,2106.12,379.1,TROY,Pending,2023-08-11 22:35:10,2023-08-11 22:42:10
1076,1076,6644.0,1195.92,TROY,Success,2023-03-01 16:43:01,2023-03-02 01:15:01
1077,1077,23710.2,4267.84,VISA,Failed,2023-10-09 06:06:42,2023-10-09 06:10:42
1078,1078,39702.46,7146.44,VISA,Failed,2022-09-07 15:25:10,2022-09-07 17:44:10
1079,1079,19794.68,3563.04,MASTERCARD,Failed,2023-04-02 22:48:11,2023-04-03 18:34:11
1080,1080,5160.17,928.83,VISA,Failed,2022-10-18 08:12:19,2022-10-18 15:22:19
1081,1081,36982.64,6656.88,VISA,Failed,2022-03-12 20:16:57,2022-03-13 12:06:57
1082,1082,40314.85,7256.67,MASTERCARD,Failed,2022-01-19 17:08:23,2022-01-20 05:42:23
1083,1083,47360.46,8524.88,VISA,Pending,2023-12-31 05:48:37,2023-12-31 14:20:37
1084,1084,2254.12,405.74,VISA,Failed,2023-03-11 01:53:14,2023-03-11 05:43:14
1085,1085,7070.99,1272.78,TROY,Failed,2023-12-19 11:10:32,2023-12-20 05:59:32
1086,1086,3020.34,543.66,VISA,Success,2023-02-22 10:49:45,2023-02-22 22:59:45
1087,1087,25444.38,4579.99,TROY,Pending,2023-11-28 11:34:23,2023-11-28 23:02:23
1088,1088,42319.42,7617.5,MASTERCARD,Success,2022-02-27 06:27:38,2022-02-27 21:39:38
1089,1089,2637.88,474.82,VISA,Failed,2022-04-05 09:11:38,2022-04-05 22:57:38
1090,1090,35459.24,6382.66,TROY,Failed,2022-06-05 10:43:17,2022-06-06 03:56:17
1091,1091,7312.06,1316.17,TROY,Failed,2023-07-13 02:55:31,2023-07-13 18:53:31
1092,1092,1836.26,330.53,VISA,Success,2023-11-21 08:34:08,2023-11-21 21:30:08
1093,1093,16156.26,2908.13,TROY,Pending,2023-02-25 17:45:24,2023-02-26 01:54:24
1094,1094,30772.29,5539.01,TROY,Success,2022-08-14 11:50:37,2022-08-14 18:29:37
1095,1095,1934.77,348.26,MASTERCARD,Success,2022-03-01 02:13:17,2022-03-01 21:33:17
1096,1096,12175.36,2191.56,VISA,Pending,2022-04-09 01:09:59,2022-04-09 17:03:59
1097,1097,24443.01,4399.74,TROY,Failed,2023-08-08 05:27:51,2023-08-08 17:09:51
1098,1098,8754.93,1575.89,MASTERCARD,Success,2022-03-15 16:54:39,2022-03-16 02:41:39
1099,1099,8699.13,1565.84,VISA,Success,2023-12-17 18:03:35,2023-12-18 12:25:35
1100,1100,31758.09,5716.46,MASTERCARD,Success,2022-02-15 01:07:21,2022-02-15 09:18:21
1101,1101,11127.82,2003.01,VISA,Pending,2023-04-06 23:19:56,2023-04-07 13:17:56
1102,1102,14408.01,2593.44,TROY,Success,2023-01-11 11:00:31,2023-01-12 10:10:31
1103,1103,24618.06,4431.25,VISA,Success,2022-10-22 16:57:30,2022-10-23 14:11:30
1104,1104,35144.67,6326.04,MASTERCARD,Success,2022-04-03 13:25:46,2022-04-03 17:15:46
1105,1105,37075.68,6673.62,MASTERCARD,Failed,2023-03-09 08:17:18,2023-03-10 04:51:18
1106,1106,934.93,168.29,MASTERCARD,Pending,2022-06-06 15:19:34,2022-06-06 20:58:34
1107,1107,20875.93,3757.67,VISA,Failed,2023-03-20 10:51:32,2023-03-20 17:49:32
1108,1108,40983.73,7377.07,MASTERCARD,Pending,2023-12-09 08:29:26,2023-12-10 08:25:26
1109,1109,33638.25,6054.89,MASTERCARD,Success,2022-01-23 15:14:31,2022-01-24 05:34:31
1110,1110,855.45,153.98,VISA,Failed,2023-03-07 09:19:38,2023-03-07 17:12:38
1111,1111,17563.58,3161.44,TROY,Pending,2023-10-27 22:05:05,2023-10-28 18:16:05
1112,1112,6205.25,1116.94,VISA,Failed,2022-12-09 22:04:13,2022-12-10 12:40:13
1113,1113,2282.4,410.83,TROY,Failed,2023-01-27 10:43:50,2023-01-28 09:48:50
1114,1114,5322.16,957.99,MASTERCARD,Pending,2023-12-29 00:01:22,2023-12-29 14:52:22
1115,1115,44683.21,8042.98,MASTERCARD,Failed,2022-04-06 20:11:43,2022-04-07 00:19:43
1116,1116,27607.1,4969.28,MASTERCARD,Failed,2022-06-21 14:43:04,2022-06-22 05:01:04
1117,1117,25881.0,4658.58,TROY,Pending,2023-11-04 17:29:29,2023-11-05 02:02:29
1118,1118,30770.97,5538.77,MASTERCARD,Pending,2023-02-25 10:25:11,2023-02-26 00:07:11
1119,1119,31756.51,5716.17,VISA,Success,2022-09-20 15:00:05,2022-09-21 05:21:05
1120,1120,37197.04,6695.47,TROY,Failed,2022-04-03 13:27:23,2022-04-04 07:45:23
1121,1121,3880.52,698.49,TROY,Failed,2023-02-24 14:46:18,2023-02-24 23:04:18
1122,1122,26635.39,4794.37,VISA,Success,2023-09-30 01:55:09,2023-09-30 14:43:09
1123,1123,17172.27,3091.01,TROY,Success,2023-04-16 07:23:15,2023-04-16 08:34:15
1124,1124,33711.53,6068.08,MASTERCARD,Pending,2022-03-23 22:22:13,2022-03-24 05:22:13
1125,1125,47384.87,8529.28,TROY,Pending,2022-06-25 15:18:11,2022-06-26 14:45:11
1126,1126,7033.75,1266.08,TROY,Failed,2022-03-20 17:22:00,2022-03-21 11:25:00
1127,1127,19208.96,3457.61,MASTERCARD,Success,2022-04-14 04:07:56,2022-04-14 15:43:56
1128,1128,42431.48,7637.67,TROY,Pending,2022-07-01 07:04:57,2022-07-01 08:00:57
1129,1129,29064.4,5231.59,VISA,Success,2022-01-08 19:01:56,2022-01-08 20:10:56
1130,1130,27252.53,4905.46,TROY,Success,2023-09-22 20:10:34,2023-09-23 03:38:34
1131,1131,44995.45,8099.18,MASTERCARD,Failed,2022-01-31 08:12:29,2022-01-31 23:16:29
1132,1132,15628.21,2813.08,VISA,Pending,2023-09-08 05:11:41,2023-09-08 20:09:41
1133,1133,8318.02,1497.24,TROY,Success,2023-09-28 09:19:58,2023-09-28 22:35:58
1134,1134,1159.04,208.63,TROY,Failed,2023-01-16 01:23:05,2023-01-16 10:28:05
1135,1135,42885.16,7719.33,TROY,Pending,2023-07-19 09:08:09,2023-07-19 22:55:09
1136,1136,15814.7,2846.65,VISA,Failed,2022-10-09 15:19:15,2022-10-10 03:35:15
1137,1137,18047.28,3248.51,TROY,Success,2022-02-21 21:37:05,2022-02-22 20:59:05
1138,1138,41814.6,7526.63,MASTERCARD,Pending,2022-06-13 05:24:37,2022-06-13 19:35:37
1139,1139,32162.1,5789.18,MASTERCARD,Pending,2022-10-31 15:24:26,2022-11-01 03:46:26
1140,1140,48559.07,8740.63,TROY,Pending,2023-11-13 22:56:24,2023-11-14 03:17:24
1141,1141,37819.43,6807.5,VISA,Failed,2023-02-14 05:51:59,2023-02-14 18:27:59
1142,1142,37440.04,6739.21,TROY,Pending,2023-05-11 12:29:49,2023-05-12 10:26:49
1143,1143,27861.86,5015.13,VISA,Failed,2023-05-25 23:42:20,2023-05-26 16:34:20
1144,1144,5203.15,936.57,VISA,Pending,2023-11-22 13:56:42,2023-11-23 03:32:42
1145,1145,46376.49,8347.77,VISA,Success,2022-12-09 21:35:33,2022-12-10 10:38:33
1146,1146,34833.82,6270.09,MASTERCARD,Pending,2022-04-10 19:45:21,2022-04-11 15:34:21
1147,1147,17316.72,3117.01,VISA,Pending,2023-11-26 13:38:36,2023-11-26 18:07:36
1148,1148,32656.42,5878.16,MASTERCARD,Success,2022-12-29 21:44:46,2022-12-30 02:08:46
1149,1149,30025.72,5404.63,TROY,Failed,2023-07-11 22:14:48,2023-07-12 17:48:48
1150,1150,22374.24,4027.36,TROY,Pending,2022-02-20 03:25:17,2022-02-20 09:17:17
1151,1151,48165.77,8669.84,VISA,Success,2022-11-28 02:35:47,2022-11-28 17:43:47
1152,1152,34889.83,6280.17,VISA,Pending,2023-10-19 11:05:05,2023-10-20 06:43:05
1153,1153,18987.84,3417.81,VISA,Success,2023-06-03 04:59:26,2023-06-03 15:19:26
1154,1154,3673.01,661.14,TROY,Pending,2023-01-16 20:10:48,2023-01-16 20:46:48
1155,1155,27637.71,4974.79,TROY,Failed,2023-04-07 20:52:40,2023-04-08 11:03:40
1156,1156,4302.57,774.46,MASTERCARD,Success,2022-10-03 19:35:14,2022-10-04 11:37:14
1157,1157,21321.19,3837.81,TROY,Failed,2023-12-19 05:15:30,2023-12-19 18:09:30
1158,1158,24793.46,4462.82,MASTERCARD,Failed,2022-01-15 00:15:34,2022-01-15 12:22:34
1159,1159,10857.85,1954.41,MASTERCARD,Success,2023-04-14 07:34:15,2023-04-14 18:19:15
1160,1160,38609.64,6949.74,TROY,Success,2022-06-03 07:07:51,2022-06-03 22:29:51
1161,1161,8850.97,1593.17,TROY,Failed,2023-12-13 14:14:07,2023-12-14 12:31:07
1162,1162,38146.45,6866.36,TROY,Failed,2023-07-11 14:53:07,2023-07-11 22:15:07
1163,1163,20827.85,3749.01,MASTERCARD,Pending,2022-01-22 17:30:05,2022-01-23 00:25:05
1164,1164,35817.64,6447.18,VISA,Failed,2022-06-04 01:41:43,2022-06-04 03:08:43
1165,1165,48179.77,8672.36,VISA,Success,2022-09-02 05:58:35,2022-09-02 07:38:35
1166,1166,12254.85,2205.87,TROY,Failed,2022-12-27 02:08:59,2022-12-27 22:17:59
1167,1167,38842.97,6991.73,MASTERCARD,Success,2023-12-03 05:51:55,2023-12-03 06:47:55
1168,1168,35956.12,6472.1,MASTERCARD,Pending,2023-11-09 12:38:48,2023-11-09 14:23:48
1169,1169,14857.73,2674.39,MASTERCARD,Failed,2023-01-05 21:20:00,2023-01-06 14:28:00
1170,1170,15640.44,2815.28,VISA,Success,2023-06-15 00:50:50,2023-06-15 11:45:50
1171,1171,34714.36,6248.58,VISA,Failed,2023-04-28 11:56:57,2023-04-28 21:59:57
1172,1172,18730.36,3371.46,MASTERCARD,Success,2022-05-28 07:04:40,2022-05-28 17:54:40
1173,1173,23601.81,4248.33,MASTERCARD,Failed,2023-02-20 18:20:10,2023-02-21 14:23:10
1174,1174,8692.06,1564.57,MASTERCARD,Pending,2023-12-23 22:59:57,2023-12-24 03:10:57
1175,1175,34923.98,6286.32,TROY,Failed,2022-03-18 20:56:53,2022-03-19 07:27:53
1176,1176,6283.31,1131.0,TROY,Pending,2022-08-26 03:56:45,2022-08-26 08:39:45
1177,1177,40094.58,7217.02,TROY,Pending,2022-02-20 18:20:40,2022-02-21 03:07:40
1178,1178,18995.17,3419.13,VISA,Success,2023-08-03 17:08:14,2023-08-04 16:13:14
1179,1179,11300.36,2034.06,MASTERCARD,Pending,2023-05-05 08:00:40,2023-05-05 16:32:40
1180,1180,43068.64,7752.36,MASTERCARD,Pending,2022-06-08 13:49:17,2022-06-09 13:36:17
1181,1181,33698.17,6065.67,VISA,Pending,2023-07-23 09:51:46,2023-07-23 19:22:46
1182,1182,37091.89,6676.54,TROY,Success,2023-06-14 16:53:10,2023-06-15 07:47:10
1183,1183,36219.15,6519.45,TROY,Success,2022-11-20 11:34:48,2022-11-21 00:53:48
1184,1184,49143.48,8845.83,MASTERCARD,Failed,2022-05-08 04:19:31,2022-05-08 06:52:31
1185,1185,7053.34,1269.6,MASTERCARD,Success,2023-07-07 02:52:19,2023-07-07 12:59:19
1186,1186,15049.32,2708.88,VISA,Failed,2023-11-07 13:35:17,2023-11-08 04:39:17
1187,1187,34116.25,6140.93,VISA,Failed,2022-11-20 20:01:40,2022-11-21 06:40:40
1188,1188,27639.7,4975.15,MASTERCARD,Pending,2023-04-15 01:57:37,2023-04-15 10:04:37
1189,1189,16172.25,2911.01,MASTERCARD,Failed,2022-05-09 21:00:14,2022-05-10 10:53:14
1190,1190,29091.68,5236.5,TROY,Success,2022-06-06 02:29:19,2022-06-06 08:48:19
1191,1191,32739.38,5893.09,MASTERCARD,Success,2023-09-27 22:30:14,2023-09-28 19:11:14
1192,1192,49036.44,8826.56,VISA,Failed,2022-02-01 10:08:56,2022-02-01 23:10:56
1193,1193,15119.11,2721.44,MASTERCARD,Pending,2022-12-01 04:04:52,2022-12-01 17:03:52
1194,1194,31037.56,5586.76,VISA,Success,2022-09-08 00:58:41,2022-09-08 19:14:41
1195,1195,23449.72,4220.95,MASTERCARD,Failed,2022-05-17 16:47:35,2022-05-18 08:29:35
1196,1196,8123.38,1462.21,MASTERCARD,Success,2023-07-08 07:03:36,2023-07-09 03:12:36
1197,1197,41521.87,7473.94,TROY,Failed,2023-02-06 02:19:19,2023-02-06 16:39:19
1198,1198,18482.35,3326.82,MASTERCARD,Failed,2022-11-30 13:37:51,2022-11-30 22:29:51
1199,1199,40775.47,7339.58,TROY,Failed,2022-12-10 15:29:38,2022-12-11 05:27:38
1200,1200,25096.08,4517.29,VISA,Failed,2022-02-08 15:37:54,2022-02-08 22:28:54
1201,1201,29178.44,5252.12,TROY,Pending,2023-12-22 16:32:31,2023-12-23 11:22:31
1202,1202,12305.45,2214.98,TROY,Success,2022-01-08 14:31:31,2022-01-08 19:07:31
